brand,region,country,store_type,channel,shop_cd,shop_name,month,net_sales,gross_profit,sga,operating_profit,rent,base_rent,government_rate,turnover_rates,service_fees,other_fees,freight_expense,ad_promo,payroll,gross_margin_rate,service_fee_rate,turnover_rate,other_fee_rate,freight_rate,ad_promo_rate,payroll_rate,rent_rule_type,service_fee_rule_type,turnover_formula,service_fee_formula,notes
M,HKMC,HK,기존점,리테일,M01,Mongkok,2601,2142.3195,1382.0372735662363,1054.9535799999999,327.08369356623643,543.82952,,,,24.72795,78.05248,109.78134,2.2043199999999996,198.00644,0.6451125864121744,0.011542606039855399,,0.03643363186490157,0.051244149157023494,0.0010289408279203916,0.0924261950656753,blank_or_zero,manual_value,,,
M,HKMC,HK,기존점,리테일,M02,TSQ,2601,710.3785,464.0506271646301,428.23593999999997,35.81468716463013,216.45,,,,10.17808,39.06103,35.76116,0.14,113.00088,0.6532441890691091,0.014327685874502113,,0.054986222133693516,0.05034099427277148,0.00019707803656782968,0.15907136829169238,blank_or_zero,manual_value,,,
M,HKMC,HK,기존점,리테일,M05,LCX,2601,1118.97926,723.9711840743685,602.0478599999999,121.92332407436857,312.34999999999997,,,,15.35318,46.03738,56.51754,0.14,105.68458,0.6469924957093203,0.01372070113256612,,0.0411422996347582,0.05050812112460422,0.00012511402579525917,0.09444730905915091,blank_or_zero,manual_value,,,
M,HKMC,HK,기존점,리테일,M08,Vcity,2601,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,blank_or_zero,blank_or_zero,,,
M,HKMC,HK,기존점,리테일,M09,Shangshui,2601,771.5295,460.59398515022593,318.43890999999996,142.15507515022597,150.2,,,,7.23654,32.11861,38.89458,0.53755,79.65499999999999,0.5969881710942043,0.009379472852301824,,0.04162978862117391,0.05041230439017562,0.000696732918183945,0.10324297385906823,blank_or_zero,manual_value,,,
M,HKMC,HK,기존점,리테일,M10,ISQ,2601,2724.5055,1775.8761382058392,1177.52227,598.3538682058393,648.501,,,,36.17309,52.07537000000001,137.47936,1.06227,204.4854,0.651815949061523,0.013276937778250035,,0.01911369604502542,0.05046029820824366,0.0003898946065625487,0.0750541336767351,blank_or_zero,manual_value,,,
M,HKMC,HK,기존점,리테일,M11,APM,2601,1321.5725,863.3015630945396,455.82771,407.47385309453955,179.95443,,,,16.17564,49.00189,67.1183,0.47755,129.56432999999998,0.6532381409983482,0.012239691730873638,,0.03707847280417836,0.05078669539506914,0.00036134983135620633,0.0980380039687569,blank_or_zero,manual_value,,,
M,HKMC,HK,신규점,리테일,M12,WTC,2601,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,blank_or_zero,blank_or_zero,,,
M,HKMC,HK,기존점,리테일,M13,Megamall,2601,535.9315,310.4504215724266,275.22933,35.22109157242659,118.45,,,,7.68361,43.82626,26.97933,0.5595,64.8985,0.5792725778806183,0.014336925521265309,,0.08177586128077935,0.05034100440074898,0.0010439767022464624,0.12109476677523152,blank_or_zero,manual_value,,,
M,HKMC,HK,기존점,리테일,M14,NTP,2601,1736.128,1122.5692908618048,718.8456000000001,403.7236908618047,401.57,,,,22.86256,43.29610000000001,87.39843,0.53755,143.58327,0.6465936214736498,0.013168706454823606,,0.024938311000110597,0.050341005962694,0.00030962578796033473,0.08270315898366941,blank_or_zero,manual_value,,,
M,HKMC,HK,신규점,리테일,M16,Hysan,2601,636.9695,418.5478146750362,621.5896700000001,-203.04185532496388,249.57592,,,,10.41752,52.684929999999994,32.19269,0.7504499999999998,110.07172,0.6570923955935664,0.016354817616856063,,0.08271185669015547,0.05054039479127336,0.0011781568819229176,0.1728053227038343,blank_or_zero,manual_value,,,
M,HKMC,HK,신규점,리테일,M17,TMT,2601,1053.1275,671.9649046523848,407.08636,264.8785446523848,173.1798,,,,13.04288,35.45754,53.22751,0.53755,75.26704,0.6380660505516994,0.012384901163439373,,0.03366880078622959,0.050542322748195256,0.0005104320227132991,0.07147001668838768,blank_or_zero,manual_value,,,
M,HKMC,HK,신규점,리테일,M18,LANGHAM,2601,2082.858,1354.1786551128553,785.3501699999999,568.8284851128553,376.86591999999996,,,,24.20947,43.785979999999995,104.88318,34.59755,136.95056,0.650154093612169,0.011623197548752722,,0.02102206679475989,0.050355415491598554,0.016610613877662325,0.06575127060990235,blank_or_zero,manual_value,,,
M,HKMC,HK,신규점,리테일,M19,NTP 3,2601,266.028,156.0647159799608,254.63521000000003,-98.57049402003923,131.08,,,,4.69005,20.96914,13.39212,0.0,50.421949999999995,0.5866477061811568,0.01762991113717353,,0.07882305621964604,0.05034101673508051,0.0,0.18953625182311634,blank_or_zero,manual_value,,,
M,HKMC,HK,신규점,리테일,M20,Ocean TM,2601,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,blank_or_zero,blank_or_zero,,,
M,HKMC,HK,신규점,리테일,M22,Yoho,2601,701.205,444.9583295318972,575.14138,-130.1830504681028,314.735,,,,9.93979,55.020979999999994,35.29937,0.14,68.62137,0.6345624026239077,0.014175298236606983,,0.0784663258248301,0.05034101297052931,0.00019965630593050536,0.09786206601493143,blank_or_zero,manual_value,,,
M,HKMC,MC,기존점,리테일,MC1,Venetian,2601,3361.1966,2151.3895612604783,1196.28832,955.1012412604782,702.48,,,,21.79021,103.76995000000001,113.10458,1.16431,146.60693,0.6400665647646074,0.006482872795956059,,0.03087291888846966,0.03365009354109188,0.0003463974704722717,0.04361748134578025,blank_or_zero,manual_value,,,
M,HKMC,MC,기존점,리테일,MC2,Londoner,2601,1048.35388,662.5772450496729,508.58892,153.98832504967294,259.4,,,,7.34935,40.48006,35.26293,0.14,96.87284,0.6320167814418477,0.007010371345217896,,0.03861297294001526,0.0336364758815983,0.00013354269266404586,0.09240471356866634,blank_or_zero,manual_value,,,
M,HKMC,MC,기존점,리테일,MC3,Senado,2601,1975.12233,1276.772350970276,788.20251,488.569840970276,500.0,,,,13.68962,11.04313000000001,67.34982,0.23419,143.83624,0.6464269739536973,0.006931023862203006,,0.005591111918622282,0.034099062613504046,0.00011856987106211291,0.07282396528826648,blank_or_zero,manual_value,,,
M,HKMC,MC,기존점,리테일,W01,신라면세점,2601,,,,0.0,,,,,,,,,,,,,,,,,blank_or_zero,blank_or_zero,,,
X,HKMC,HK,신규점,리테일,X01,K11 MUSEA,2601,620.011,396.3551642528067,638.76803,-242.41286574719328,250.84,,,,12.1675,83.14345,56.19007,1.969,135.07628,0.6392711810803464,0.019624651820693506,,0.13409995951684728,0.09062753725337132,0.0031757501076593807,0.21786110246431112,blank_or_zero,manual_value,,,
M,HKMC,HK,기존점,아울렛,M03,Temp HK,2601,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,blank_or_zero,blank_or_zero,,,
M,HKMC,HK,기존점,아울렛,M07,Citygate,2601,2423.5555,1069.2907873053555,765.74236,303.5484273053555,392.03333,,,,35.39895,19.19622,122.05523,0.02195,175.22362,0.44120746865724986,0.014606205634655365,,0.007920685125634631,0.05036205277741731,9.056941340934837e-06,0.07230022997203903,blank_or_zero,manual_value,,,
M,HKMC,HK,기존점,아울렛,M15,Yuenlong,2601,742.92,309.32067464409687,271.41632,37.904354644096884,102.66051,,,,9.80475,29.03247,37.39934,0.21035,83.17021999999999,0.4163579855759663,0.013197585204328866,,0.03907886448069779,0.050341005761050994,0.0002831395035804663,0.11195043880902383,blank_or_zero,manual_value,,,
M,HKMC,HK,신규점,아울렛,M21,Moko,2601,1385.343,598.4442006554548,562.3041599999999,36.14004065545487,255.96173999999996,,,,19.99063,46.92175,69.76958,0.11615,132.0616,0.431982693567914,0.014430094207716066,,0.03387013180129397,0.05036267552512266,8.384205211272587e-05,0.09532772750142023,blank_or_zero,manual_value,,,
M,HKMC,MC,기존점,아울렛,MC4,Senado-1,2601,891.35194,391.2058160636679,389.85596999999996,1.3498460636679397,180.0,,,,6.43106,10.85384,29.82838,0.02195,121.94383,0.43889040737788476,0.007214950359562801,,0.012176828829250093,0.03346420045936064,2.4625514361925325e-05,0.13680772378192166,blank_or_zero,manual_value,,,
M,HKMC,HK,오피스,오피스,M99,MLB 오피스,2601,0.0,0.0,1561.03595,-1561.03595,82.66,,,,-1.48908,81.95405,64.07073,586.6436199999998,616.8262100000001,,,,,,,,blank_or_zero,manual_value,,,
X,HKMC,HK,오피스,오피스,M99,DX 오피스,2601,,,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,blank_or_zero,blank_or_zero,,,
M,HKMC,HK,온라인,온라인,HE1,Zarola,2601,129.66453,71.56056591039388,40.43351,31.127055910393878,0.0,,,,33.2681,0.1,2.606,3.7442,0.0,0.5518900651580958,0.2565705517152609,,0.0007712209345146279,0.020098017553451197,0.028876054230096693,0.0,blank_or_zero,value_with_implied_rate,,,Online store: include rent and service-fee rules together.
M,HKMC,HK,온라인,온라인,HE2,자사몰,2601,872.16486,478.0377557083598,186.10311000000002,291.93464570835977,0.0,,,,87.78316,49.10122,45.481,2.8331,0.0,0.5481048109509478,0.10064973266636769,,0.05629809483496045,0.05214725115157701,0.003248353757338951,0.0,blank_or_zero,value_with_implied_rate,,,Online store: include rent and service-fee rules together.
X,HKMC,HK,신규점,온라인,XE1,홍콩 DX 자사몰,2601,74.189,47.12988453723319,24.990939999999995,22.138944537233193,0.0,,,,11.474119999999997,7.792849999999999,3.023,0.0803,0.0,0.6352678232249146,0.15466066397983527,,0.10504050465702462,0.04074728059415817,0.0010823707018560703,0.0,blank_or_zero,value_with_implied_rate,,,Online store: include rent and service-fee rules together.
X,TW,TW,기존점,리테일,D01,A11,2601,1066.371087972375,604.8199185626486,448.59126345749297,156.2286551051556,255.5876747927237,,,,20.353916594480882,11.830714020542013,15.936641504764262,12.64422719960401,56.32891968815741,0.5671758409285724,0.019087085934768103,,0.01109436869958396,0.014944742674022224,0.011857248702837643,0.05282299972635477,blank_or_zero,manual_value,,,
X,TW,TW,기존점,리테일,D02,Pop up,2601,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,blank_or_zero,blank_or_zero,,,
X,TW,TW,기존점,리테일,D03,SK Taichung,2601,922.7731127100018,528.0796218054107,429.0394753124614,99.04014649294936,221.95297611681724,,,,17.74607103081302,8.752629625046406,13.550550674421483,11.209256280163347,51.50055686177454,0.5722746084945469,0.01923123982090931,,0.009485137250414317,0.014684596340942576,0.012147359004906398,0.05581063877178607,blank_or_zero,manual_value,,,
