region,country,store_type,channel,shop_cd,shop_name,month,net_sales,gross_profit,sga,operating_profit,rent,base_rent,government_rate,turnover_rates,service_fees,other_fees,freight_expense,ad_promo,payroll,gross_margin_rate,service_fee_rate,turnover_rate,other_fee_rate,freight_rate,ad_promo_rate,payroll_rate,rent_rule_type,service_fee_rule_type,turnover_formula,service_fee_formula,notes
TW,TW,기존점,리테일,T12,Taimall,2602,1020.9585706849113,612.0342381200269,310.66532807813394,301.36891004189295,163.84918569197595,,,,15.763367293820185,8.803202697008008,26.99437297042711,6.789370615502839,66.92521256290127,0.5994701995688649,0.015439771746316123,,0.008622487679497482,0.0264402236736383,0.006649996200088885,0.06555134996124712,blank_or_zero,manual_value,,,
TW,TW,기존점,리테일,T13,SKM Tainan,2602,682.0867182271139,402.781334126571,274.0861654396272,128.69516868694376,148.37411070622943,,,,11.016583624600283,7.1968964576981245,19.402097122034654,24.834535584145165,49.16982722292458,0.5905133810162496,0.016151294740402933,,0.01055129247554382,0.028445205871278016,0.036409645460763876,0.07208735474387663,blank_or_zero,manual_value,,,
TW,TW,신규점,리테일,T14,MetroWalk (40PY),2602,846.6865918048636,506.1208522346992,386.71450881237456,119.40634342232465,144.43246325078707,,,,12.196772514315462,3.9302446642373767,22.659577105178357,22.471678937061554,49.14355122580006,0.5977664665219421,0.014405297819014548,,0.004641912015943655,0.026762650223237178,0.026540728475644287,0.0580421984964257,blank_or_zero,manual_value,,,
TW,TW,신규점,리테일,T15,Eslite Xindian (25-30PY),2602,,,,,,,,,,,,,,,,,,,,,blank_or_zero,blank_or_zero,,,
TW,TW,신규점,리테일,T16,SOGO Zhongxiao (35PY),2602,480.78133908430635,285.8218313874223,297.21722317245485,-11.39539178503253,96.40712922337077,,,,7.32728489625939,5.802285515976303,15.10745891276865,5.093825140675739,42.89754839989094,0.5944944367678602,0.015240368751031184,,0.012068449925754825,0.03142272314799538,0.010594889457185282,0.08922465352252104,blank_or_zero,manual_value,,,
TW,TW,신규점,리테일,T17,Lalaport Nangang(50PY),2602,693.6662570632974,417.22838988102626,255.51424109466797,161.7141487863583,104.54673904960215,,,,12.05498128454922,7.103195260405048,19.888203068838155,4.7304231427084105,51.54185568032523,0.6014828970453351,0.01737864738524999,,0.010240076100107718,0.02867114100812222,0.00681945113307819,0.0743035359663199,blank_or_zero,manual_value,,,
TW,TW,신규점,리테일,T18,Lalaport Taichung,2602,815.4900898412462,492.32016346361553,298.13911405270073,194.1810494109148,122.94539054559877,,,,12.493492972410204,4.602513571800402,23.258471530205004,4.643414888079126,53.54230187650282,0.6037107864296143,0.015320226607342767,,0.005643862051955023,0.028520851227919638,0.005694017555729062,0.06565659416771827,blank_or_zero,manual_value,,,
TW,TW,신규점,리테일,T19,Hanshin TC,2602,,,,0.0,,,,,,,,,,,,,,,,,blank_or_zero,blank_or_zero,,,
TW,TW,기존점,아울렛,TU1,Mitsui Outlet,2602,1036.6060236483975,365.2760987580873,301.08772712624875,64.18837163183855,166.35284202176447,,,,16.220222602315264,5.47234823132793,26.641630103368783,2.100344562603803,61.321980119481424,0.3523769787411383,0.015647432324604107,,0.005279101323439807,0.02570082509225825,0.0020261743754985267,0.059156496026962116,blank_or_zero,manual_value,,,
TW,TW,기존점,아울렛,TU2,린커우아울렛,2602,651.5598894425027,236.58580600381748,177.31786519917705,59.26794080464043,78.8069209984879,,,,10.886938846334994,4.296125529857961,18.110607074688286,2.0668798492848466,44.87295803277064,0.36310676859843005,0.016709037837872795,,0.0065936003726900306,0.027795767308795436,0.003172202406525271,0.06887004365963273,blank_or_zero,manual_value,,,
TW,TW,신규점,아울렛,TU3,Gloria Taoyuan,2602,1665.8625692164774,535.3596317583081,451.1509382514068,84.20869350690128,217.18276691207456,,,,26.68228353288218,8.798988621997474,42.30162861604819,0.8601670756798296,101.06467365707346,0.32137082713258236,0.016017097704183327,,0.005281941490609273,0.025393228347728804,0.0005163493625313888,0.0606680740204207,blank_or_zero,manual_value,,,
TW,TW,오피스,오피스,T99,오피스,2602,0.0,0.0,36.0,-36.0,0.0,,,,,,,34.4,,,,,,,,,blank_or_zero,blank_or_zero,,,
TW,TW,기존점,온라인,DE1,Momo,2602,411.21510551123106,215.04547659771876,245.05763367293824,-30.012157075219477,0.0,,,,0.0,129.62643464465435,41.32619419449196,46.84911132594631,0.0,0.522951306300798,0.0,,0.3152278039093435,0.10049775322118673,0.11392847854580278,0.0,blank_or_zero,blank_or_zero,,,Online store: include rent and service-fee rules together.
TW,TW,기존점,온라인,DE2,자사몰,2602,216.22407074924365,117.60646087343491,70.82818968295284,46.77827119048207,0.0,,,,2.6129743932971423,10.760764482784264,10.252100840336135,39.76574700676731,0.0,0.5439101227995279,0.01208456757031193,,0.04976672784624237,0.047414243959108315,0.18390989897181192,0.0,blank_or_zero,value_with_implied_rate,,,Online store: include rent and service-fee rules together.
TW,TW,기존점,온라인,TE1,Momo,2602,1240.5169737511524,664.2187659724657,432.156862745098,232.06190322736768,0.0,,,,0.0,177.24201184898737,101.87898168116806,114.86601720334151,0.0,0.5354370637621827,0.0,,0.14287753863861447,0.08212622949696533,0.09259528054340321,0.0,blank_or_zero,blank_or_zero,,,Online store: include rent and service-fee rules together.
TW,TW,기존점,온라인,TE2,자사몰,2602,1579.2126880250628,866.0775649492838,180.97642596861755,685.1011389806663,0.0,,,,15.32138519124464,79.21618204804045,72.94390322500682,0.0,0.0,0.5484236363579285,0.009701913686119955,,0.05016181965147892,0.04619004379722231,0.0,0.0,blank_or_zero,value_with_implied_rate,,,Online store: include rent and service-fee rules together.
TW,TW,기존점,온라인,TE3,Shopee,2602,983.2161773263879,575.0504154464147,309.56024887831245,265.49016656810227,0.0,,,,0.0,90.14005602240897,49.22089189658165,168.90012642225034,0.0,0.5848667146731876,0.0,,0.09167877634756016,0.050061108667298,0.1717833069849728,0.0,blank_or_zero,blank_or_zero,,,Online store: include rent and service-fee rules together.
TW,TW,신규점,온라인,TE4,Line Gift,2602,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,blank_or_zero,blank_or_zero,,,Online store: include rent and service-fee rules together.
