region,country,store_type,channel,shop_cd,shop_name,month,net_sales,gross_profit,sga,operating_profit,rent,base_rent,government_rate,turnover_rates,service_fees,other_fees,freight_expense,ad_promo,payroll,gross_margin_rate,service_fee_rate,turnover_rate,other_fee_rate,freight_rate,ad_promo_rate,payroll_rate,rent_rule_type,service_fee_rule_type,turnover_formula,service_fee_formula,notes
HKMC,MC,기존점,리테일,MC2,Londoner,2604,700.0,443.51164275203337,519.8005607766992,-76.2889180246658,259.4,,,,5.6,43.19892,31.912,3.366,107.66990077669902,0.6335880610743334,0.008,,0.06171274285714286,0.04558857142857143,0.0048085714285714285,0.1538141439667129,blank_or_zero,manual_value,,"=+SUMIFS('HKMC 2026 PL'!$C$42:$MW$42,'HKMC 2026 PL'!$C$9:$MW$9,RAWDATA!$E982,'HKMC 2026 PL'!$C$8:$MW$8,BN$5)/1000",
HKMC,MC,기존점,리테일,MC3,Senado,2604,1200.0,777.2313365000196,784.4210687378641,-7.18973223784451,500.0,,,,9.6,13.305420000000002,54.706,3.366,153.4174787378641,0.647692780416683,0.008,,0.011087850000000002,0.045588333333333335,0.002805,0.12784789894822007,blank_or_zero,manual_value,,"=+SUMIFS('HKMC 2026 PL'!$C$42:$MW$42,'HKMC 2026 PL'!$C$9:$MW$9,RAWDATA!$E1016,'HKMC 2026 PL'!$C$8:$MW$8,BN$5)/1000",
HKMC,MC,기존점,리테일,W01,신라면세점,2604,,,,0.0,,,,,,,,,,,,,,,,,blank_or_zero,blank_or_zero,,,
HKMC,HK,신규점,리테일,X01,K11 MUSEA,2604,850.0,556.0395867955726,646.30122,-90.26163320442731,250.84,,,,17.0,85.52772,38.75,3.366,153.405,0.6541642197594972,0.02,,0.10062084705882353,0.045588235294117645,0.00396,0.1804764705882353,blank_or_zero,manual_value,,"=+SUMIFS('HKMC 2026 PL'!$C$42:$MW$42,'HKMC 2026 PL'!$C$9:$MW$9,RAWDATA!$E846,'HKMC 2026 PL'!$C$8:$MW$8,BN$5)/1000",
HKMC,HK,기존점,아울렛,M03,Temp HK,2604,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,blank_or_zero,blank_or_zero,,,
HKMC,HK,기존점,아울렛,M07,Citygate,2604,1700.0,816.5132260234388,586.9141799999998,229.5990460234391,267.05,,,,25.5,20.67725,77.5,3.366,178.07999999999998,0.48030189766084636,0.015,,0.012163088235294118,0.045588235294117645,0.00198,0.10475294117647058,blank_or_zero,manual_value,,"=+SUMIFS('HKMC 2026 PL'!$C$42:$MW$42,'HKMC 2026 PL'!$C$9:$MW$9,RAWDATA!$E234,'HKMC 2026 PL'!$C$8:$MW$8,BN$5)/1000",
HKMC,HK,기존점,아울렛,M15,Yuenlong,2604,500.0,248.86036912017425,231.71686,17.143509120174258,69.65,,,,7.5,27.26539,22.794,3.366,94.395,0.4977207382403485,0.015,,0.05453078,0.045588000000000004,0.006732,0.18878999999999999,blank_or_zero,manual_value,,"=+SUMIFS('HKMC 2026 PL'!$C$42:$MW$42,'HKMC 2026 PL'!$C$9:$MW$9,RAWDATA!$E472,'HKMC 2026 PL'!$C$8:$MW$8,BN$5)/1000",
HKMC,HK,신규점,아울렛,M21,Moko,2604,750.0,365.75120261443476,387.17251999999996,-21.421317385565203,157.26999999999998,,,,11.25,47.33498,34.191,3.366,98.49,0.4876682701525797,0.015,,0.06311330666666667,0.045588000000000004,0.004488,0.13132,blank_or_zero,manual_value,,"=+SUMIFS('HKMC 2026 PL'!$C$42:$MW$42,'HKMC 2026 PL'!$C$9:$MW$9,RAWDATA!$E778,'HKMC 2026 PL'!$C$8:$MW$8,BN$5)/1000",
HKMC,MC,기존점,아울렛,MC4,Senado-1,2604,650.0,309.2630735900664,392.1736019417475,-82.91052835168108,180.0,,,,5.2,11.14417,29.632,3.366,118.73786194174757,0.47578934398471756,0.008,,0.017144876923076924,0.04558769230769231,0.005178461538461539,0.18267363375653473,blank_or_zero,manual_value,,"=+SUMIFS('HKMC 2026 PL'!$C$42:$MW$42,'HKMC 2026 PL'!$C$9:$MW$9,RAWDATA!$E1050,'HKMC 2026 PL'!$C$8:$MW$8,BN$5)/1000",
HKMC,HK,오피스,오피스,M99,MLB 오피스,2604,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,blank_or_zero,blank_or_zero,,,
HKMC,HK,온라인,온라인,HE1,Zarola,2604,100.0,54.65990136921195,40.52027,14.139631369211955,0.0,,,,31.18182,0.0,5.09091,3.53233,0.0,0.5465990136921195,0.3118182,,0.0,0.0509091,0.0353233,0.0,blank_or_zero,value_with_implied_rate,,"=+SUMIFS('HKMC 2026 PL'!$C$42:$MW$42,'HKMC 2026 PL'!$C$9:$MW$9,RAWDATA!$E506,'HKMC 2026 PL'!$C$8:$MW$8,BN$5)/1000",Online store: include rent and service-fee rules together.
HKMC,HK,온라인,온라인,HE2,자사몰,2604,350.0,198.33512903351277,75.41554,122.91958903351278,0.0,,,,36.4,21.88333,14.0,2.0,0.0,0.5666717972386079,0.104,,0.0625238,0.04,0.005714285714285714,0.0,blank_or_zero,value_with_implied_rate,,"=+SUMIFS('HKMC 2026 PL'!$C$42:$MW$42,'HKMC 2026 PL'!$C$9:$MW$9,RAWDATA!$E540,'HKMC 2026 PL'!$C$8:$MW$8,BN$5)/1000",Online store: include rent and service-fee rules together.
HKMC,HK,신규점,온라인,XE1,홍콩 DX 자사몰,2604,70.0,45.733333333333334,24.21257,21.520763333333335,0.0,,,,11.6,7.5809,2.1,0.5,0.0,0.6533333333333333,0.1657142857142857,,0.10829857142857142,0.030000000000000002,0.007142857142857143,0.0,blank_or_zero,value_with_implied_rate,,"=+SUMIFS('HKMC 2026 PL'!$C$42:$MW$42,'HKMC 2026 PL'!$C$9:$MW$9,RAWDATA!$E880,'HKMC 2026 PL'!$C$8:$MW$8,BN$5)/1000",Online store: include rent and service-fee rules together.
TW,TW,기존점,리테일,D01,A11,2604,357.1428571428571,205.92575614170505,272.9588579516103,-67.03310180990525,86.11513544373554,,,,6.0516177190938505,9.230437778640775,48.213135865372166,14.077773172815531,33.74045514563106,0.5765921171967742,0.016944529613462784,,0.025845225780194173,0.13499678042304208,0.03941776488388349,0.09447327440776698,blank_or_zero,global_multiplier,,=+BA1919*$BZ$1066,
TW,TW,기존점,리테일,D02,Pop up,2604,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,blank_or_zero,blank_or_zero,,,
TW,TW,기존점,리테일,D03,SK Taichung,2604,404.76190476190476,241.8452380952381,285.90843789368057,-44.06319979844247,97.14285714285714,,,,6.200915055016181,7.1174967093851125,20.100917933980583,17.347211515857598,49.09668069312661,0.5975,0.015319907782981153,,0.017584403634951454,0.04966109136630497,0.04285781668623642,0.12129768171243044,blank_or_zero,manual_value,,=+BN1559,
TW,TW,신규점,리테일,D04,SOGO Garden City,2604,166.66666666666666,99.58333333333334,155.44556482583172,-55.86223149249838,33.333333333333336,,,,1.5820025113282743,4.763950373969537,4.932511983403396,9.76570655675056,38.74242695696203,0.5975000000000001,0.009492015067969647,,0.028583702243817222,0.029595071900420378,0.05859423934050336,0.23245456174177218,blank_or_zero,manual_value,,,
TW,TW,기존점,리테일,D05,TAIMALL,2604,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,blank_or_zero,blank_or_zero,,,
TW,TW,기존점,리테일,D06,Hanshin TC,2604,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,blank_or_zero,blank_or_zero,,,
TW,TW,기존점,리테일,T01,Zhongxiao,2604,440.4761904761905,258.65499015973285,273.75749884271846,-15.102508682985615,187.5,,,,4.283947011866235,5.136592624811219,19.13650708435814,2.985478406903991,42.36379994304207,0.5872167344166908,0.009725717540453073,,0.011661453526598442,0.0434450431104347,0.00677784286972798,0.09617727554636578,blank_or_zero,global_multiplier,,=+BA1139*$BZ$1069,
TW,TW,기존점,리테일,T02,Nanjing,2604,519.047619047619,313.0823576162302,211.18668238409606,101.89567523213412,100.47619653986747,,,,8.491626418122975,11.148524779288024,25.040604748220062,8.925900924271843,46.31386577605178,0.6031861935725535,0.016360014200053438,,0.021478809207802617,0.048243366946112046,0.017196689854101718,0.08922854874285205,blank_or_zero,global_multiplier,,=+BA1169*$BZ$1066,
TW,TW,기존점,리테일,T03,101,2604,490.4761904761905,283.2909143236085,236.59542126136978,46.69549306223871,127.43892170926624,,,,8.321531443365695,5.852059422653721,23.751398731391582,11.297079342394822,38.792795836893205,0.5775834175529881,0.016966229156376657,,0.011931383288905644,0.04842518187953623,0.023032880212649636,0.07909210801696673,blank_or_zero,global_multiplier,,=+BA1199*$BZ$1066,
TW,TW,기존점,리테일,T04,A11,2604,,,,0.0,,,,,,,,,,,,,,,,,blank_or_zero,blank_or_zero,,,
TW,TW,신규점,리테일,T05,SK Taichung,2604,,,,0.0,,,,,,,,,,,,,,,,,blank_or_zero,blank_or_zero,,,
TW,TW,기존점,리테일,T06,중우타이중,2604,483.3333333333333,286.9860860114523,175.82592479482196,111.16016121663034,80.36897734627831,,,,7.21975176699029,3.6722688,23.630326762459543,14.905469680258896,34.48644664336569,0.5937643158857634,0.01493741744894543,,0.007597797517241379,0.048890331232674916,0.030838902786742544,0.07135126891730832,blank_or_zero,global_multiplier,,=+BA1319*$BZ$1066,
TW,TW,기존점,리테일,T07,빅시티,2604,,,,,,,,,,,,,,,,,,,,,blank_or_zero,blank_or_zero,,,
TW,TW,기존점,리테일,T08,한신아레나,2604,714.2857142857142,408.8815562188468,275.90908976051776,132.97246645832905,152.12210193398056,,,,8.904112921682847,11.716003210355986,25.908906169579286,8.692175078317153,50.42115185501618,0.5724341787063856,0.012465758090355987,,0.016402404494498382,0.036272468637411,0.012169045109644014,0.07058961259702265,blank_or_zero,global_multiplier,,=+BA1409*$BZ$1066,
TW,TW,기존점,리테일,T09,성품타이중,2604,,,,0.0,,,,,,,,,,,,,,,,,blank_or_zero,blank_or_zero,,,
TW,TW,기존점,리테일,T10,원동반치아오,2604,469.04761904761904,276.1841876068234,194.40580593472026,81.77838167210314,101.58801091077207,,,,8.209125157281552,2.338496414239482,23.500341519741095,6.825586992880258,39.755181814886726,0.5888190801769839,0.017501688152579957,,0.0049856268729978805,0.0501022509557932,0.014552012878221872,0.084757240417525,blank_or_zero,global_multiplier,,=+BA1469*$BZ$1066,
TW,TW,기존점,리테일,T11,난팡 TS Mall,2604,414.2857142857143,249.86980433237613,153.04497198039755,96.82483235197859,63.752198243180764,,,,6.011507987055015,2.3397343689320387,22.735533110679608,8.046457910679612,34.08312100453074,0.6031340104574596,0.014510536520477624,,0.005647634683629059,0.05487887302577837,0.019422484611985272,0.08226960242472937,blank_or_zero,global_multiplier,,=+BA1499*$BZ$1066,
TW,TW,기존점,리테일,T12,Taimall,2604,500.0,299.6246208822363,191.04531436116505,108.57930652107123,75.49518187702266,,,,7.213314402588996,8.941499153398057,24.01978730873786,7.76073796763754,45.48691204142394,0.5992492417644726,0.014426628805177992,,0.017882998306796113,0.048039574617475725,0.01552147593527508,0.09097382408284789,blank_or_zero,global_multiplier,,=+BA1529*$BZ$1066,
TW,TW,기존점,리테일,T13,SKM Tainan,2604,404.76190476190476,238.2480551698664,186.91818084956083,51.32987432030558,89.44846877706888,,,,6.200915055016181,7.1174967093851125,20.100917933980583,17.347211515857598,35.95589886343041,0.5886128421843758,0.015319907782981153,,0.017584403634951454,0.04966109136630497,0.04285781668623642,0.08883222072141632,blank_or_zero,global_multiplier,,=+BA1559*$BZ$1066,
TW,TW,신규점,리테일,T14,MetroWalk (40PY),2604,319.04761904761904,191.91036038994997,156.98354587911845,34.92681451083152,51.542800924641696,,,,4.582165499029125,3.938676649838187,16.150852100970873,5.7218265889967626,25.588028313268605,0.6015100848043208,0.014362011265613678,,0.012345105917403273,0.05062207374931169,0.01793408333864657,0.08020128277293145,blank_or_zero,global_multiplier,,=+BA1769*$BZ$1066,
TW,TW,신규점,리테일,T15,Eslite Xindian (25-30PY),2604,,,,,,,,,,,,,,,,,,,,,blank_or_zero,blank_or_zero,,,
TW,TW,신규점,리테일,T16,SOGO Zhongxiao (35PY),2604,,,,0.0,,,,,,,,,,,,,,,,,blank_or_zero,blank_or_zero,,,
TW,TW,신규점,리테일,T17,Lalaport Nangang(50PY),2604,476.19047619047615,284.5238095238095,196.93804533308673,87.58576419072278,76.52051491151178,,,,6.56462614368932,8.687718441423947,18.810969144336568,3.922583238834951,39.3436856750809,0.5975,0.013785714901747572,,0.01824420872699029,0.039503035203106794,0.008237424801553397,0.0826217399176699,blank_or_zero,global_multiplier,,=+BA1829*$BZ$1066,
TW,TW,신규점,리테일,T18,Lalaport Taichung,2604,547.6190476190476,327.2023809523809,245.94960521559727,81.25277573678363,87.61904761904762,,,,8.409379483539883,4.692179014030683,22.018897253917128,7.146051918982367,39.85903949860785,0.5974999999999999,0.0153562581873337,,0.008568326895186464,0.04020842107237041,0.013049312199880843,0.07278607212789259,blank_or_zero,manual_value,,=+BT1859,
TW,TW,신규점,리테일,T19,Hanshin TC,2604,,,,0.0,,,,,,,,,,,,,,,,,blank_or_zero,blank_or_zero,,,
TW,TW,기존점,아울렛,TU1,Mitsui Outlet,2604,630.952380952381,227.36454351198284,217.7779599228231,9.586583589159744,101.44756282940362,,,,9.743941385113267,5.748814001294498,32.17667077799352,4.303625693203883,40.76510525307443,0.36035135198125584,0.015443227855651215,,0.009111327851108261,0.050996987648140674,0.006820840721304267,0.06460884606147646,blank_or_zero,global_multiplier,,=+BA1259*$BZ$1066,
TW,TW,기존점,아울렛,TU2,린커우아울렛,2604,416.66666666666663,162.49686219489564,141.95352799136998,20.54333420352566,50.61897734627831,,,,6.5945846472491905,4.290998555339805,22.173006498381874,4.151357266019416,35.914303585760514,0.38999246926774955,0.015827003153398057,,0.010298396532815534,0.0532152155961165,0.0099632574384466,0.08619432860582524,blank_or_zero,global_multiplier,,=+BA1349*$BZ$1066,
TW,TW,신규점,아울렛,TU3,Gloria Taoyuan,2604,864.2857142857142,313.9712532305085,281.5531411429804,32.41811208752813,104.33326306056402,,,,13.391451091262136,8.789478317152103,42.32170948349514,0.8626068297734627,61.295098283495136,0.3632725243989355,0.015494240932038836,,0.010169644333894995,0.048967267170986116,0.0009980574889940893,0.07091994842718446,blank_or_zero,global_multiplier,,=+BA1799*$BZ$1066,
TW,TW,오피스,오피스,T99,오피스,2604,0.0,0.0,99.49349037524152,-99.49349037524152,0.0,,,,33.347289081885855,,,56.048701293355656,,,,,,,,,blank_or_zero,manual_value,,=+$BJ$1109/12,
TW,TW,기존점,온라인,DE1,Momo,2604,357.1428571428571,206.58629798391698,129.05933084917922,77.52696713473776,0.0,,,,,49.74979028780426,31.927764807094842,35.60771349540492,0.0,0.5784416343549675,,,0.13929941280585195,0.08939774145986557,0.09970159778713379,0.0,blank_or_zero,blank_or_zero,,,Online store: include rent and service-fee rules together.
TW,TW,기존점,온라인,DE2,자사몰,2604,190.47619047619048,110.69421275091204,51.543023579282,59.151189171630044,0.0,,,,2.6865171533834293,4.2711912802589,10.337546166998901,34.24776897864077,0.0,0.5811446169422883,0.014104215055263004,,0.022423754221359223,0.054272117376744235,0.17980078713786404,0.0,blank_or_zero,sales_ratio_from_base_month,,=+BN2108*$BJ2129/$BJ$2108,Online store: include rent and service-fee rules together. Service fee is scaled from base-month service-fee ratio.
TW,TW,기존점,온라인,TE1,Momo,2604,1161.904761904762,600.9890381616914,362.63368891416985,238.35534924752153,0.0,,,,121.79390554013185,0.07155378122977346,98.63874158699765,104.1144615316823,0.0,0.5172446639916196,0.10482262362060528,,6.1583172369887e-05,0.08489399890684224,0.08960670869530034,0.0,blank_or_zero,sales_ratio_from_base_month,,=+BN$1568*$BJ1589/$BJ$1568,Online store: include rent and service-fee rules together. Service fee is scaled from base-month service-fee ratio.
TW,TW,기존점,온라인,TE2,자사몰,2604,1078.5714285714284,572.5239636939257,128.5733169829342,443.95064671099146,0.0,,,,52.07331227163351,0.0,56.369148151202616,6.658895969658846,0.0,0.5308169199811232,0.048279892172375445,,0.0,0.05226278636535343,0.006173810832796282,0.0,blank_or_zero,sales_ratio_from_base_month,,=+BN$1598*$BJ1619/$BJ$1598,Online store: include rent and service-fee rules together. Service fee is scaled from base-month service-fee ratio.
TW,TW,기존점,온라인,TE3,Shopee,2604,559.5238095238095,312.8742345609113,156.2363118878101,156.6379226731012,0.0,,,,0.0,50.35331193786407,34.75581790722761,70.02391682071196,0.0,0.559179483045033,0.0,,0.08999315325065069,0.062116780940577,0.12514912793488947,0.0,blank_or_zero,sales_ratio_from_base_month,,=+BN$1628*$BJ1649/$BJ$1628,Online store: include rent and service-fee rules together. Service fee is scaled from base-month service-fee ratio.
TW,TW,신규점,온라인,TE4,Line Gift,2604,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,blank_or_zero,blank_or_zero,,,Online store: include rent and service-fee rules together.
