sheet_name,row_kind,season_group,season_name,type_name,month_name,month_code,sold_amt,sold_gross,soh_price
2026 PLAN (2),detail,NS,2025NS,ACCESSORY,SEP,2609,1232000.0,1310638.2978723405,15232885.043092817
2026 PLAN (2),detail,NS,2025NS,ACCESSORY,OCT,2610,1139000.0,1211702.1276595746,14021182.915433243
2026 PLAN (2),detail,NS,2025NS,ACCESSORY,NOV,2611,1202500.0,1279255.3191489363,12741927.596284308
2026 PLAN (2),detail,NS,2025NS,ACCESSORY,DEC,2612,1378000.0,1465957.4468085107,11275970.149475796
2026 PLAN (2),detail,NS,2026NS,ACCESSORY,JAN,2601,2258487.9599999995,2540392.0,22488053.0
2026 PLAN (2),detail,NS,2026NS,ACCESSORY,FEB,2602,6741174.300000002,7585386.0,21222938.0
2026 PLAN (2),detail,NS,2026NS,ACCESSORY,MAR,2603,3780000.0,3857142.8571428573,17365795.14285714
2026 PLAN (2),detail,NS,2026NS,ACCESSORY,APR,2604,3802750.0,3880357.1428571427,13485438.0
2026 PLAN (2),detail,NS,2026NS,ACCESSORY,MAY,2605,4598000.0,4997826.0869565215,8487611.913043479
2026 PLAN (2),detail,NS,2026NS,ACCESSORY,JUN,2606,4420600.0,4702765.957446809,3784845.9555966696
2026 PLAN (2),detail,NS,2026NS,ACCESSORY,JUL,2607,5512500.0,5991847.826086956,-2207001.8704902865
2026 PLAN (2),detail,NS,2026NS,ACCESSORY,AUG,2608,7515000.0,8168478.2608695645,-10375480.131359851
2026 PLAN (2),detail,NS,2026NS,ACCESSORY,SEP,2609,3696000.0,3931914.8936170214,-14307395.024976872
2026 PLAN (2),detail,NS,2026NS,ACCESSORY,OCT,2610,6378400.000000001,6785531.914893619,-21092926.93987049
2026 PLAN (2),detail,NS,2026NS,ACCESSORY,NOV,2611,5772000.0,6140425.531914894,-27233352.471785385
2026 PLAN (2),detail,NS,2026NS,ACCESSORY,DEC,2612,9301500.0,9895212.765957447,-37128565.237742834
2026 PLAN (2),detail,NS,2027NS,ACCESSORY,JAN,2601,,,
2026 PLAN (2),detail,NS,2027NS,ACCESSORY,FEB,2602,,,
2026 PLAN (2),detail,NS,2027NS,ACCESSORY,MAR,2603,0.0,0.0,0.0
2026 PLAN (2),detail,NS,2027NS,ACCESSORY,APR,2604,0.0,0.0,0.0
2026 PLAN (2),detail,NS,2027NS,ACCESSORY,MAY,2605,0.0,0.0,0.0
2026 PLAN (2),detail,NS,2027NS,ACCESSORY,JUN,2606,0.0,0.0,0.0
2026 PLAN (2),detail,NS,2027NS,ACCESSORY,JUL,2607,0.0,0.0,0.0
2026 PLAN (2),detail,NS,2027NS,ACCESSORY,AUG,2608,0.0,0.0,0.0
2026 PLAN (2),detail,NS,2027NS,ACCESSORY,SEP,2609,0.0,0.0,0.0
2026 PLAN (2),detail,NS,2027NS,ACCESSORY,OCT,2610,0.0,0.0,0.0
2026 PLAN (2),detail,NS,2027NS,ACCESSORY,NOV,2611,0.0,0.0,0.0
2026 PLAN (2),detail,NS,2027NS,ACCESSORY,DEC,2612,0.0,0.0,0.0
2026 PLAN (2),season_group_total,NS Total,,,JAN,2601,12818620.010000002,14696733.0,122933321.0
2026 PLAN (2),season_group_total,NS Total,,,FEB,2602,19545780.810000006,22693748.97,108190524.0
2026 PLAN (2),season_group_total,NS Total,,,MAR,2603,9865800.0,10677284.557547715,97513239.44245228
2026 PLAN (2),season_group_total,NS Total,,,APR,2604,8718500.0,9381895.498963755,88131343.94348852
2026 PLAN (2),season_group_total,NS Total,,,MAY,2605,9509500.0,10626696.752070393,77504647.19141814
2026 PLAN (2),season_group_total,NS Total,,,JUN,2606,8937300.0,9796940.647829682,67707706.54358844
2026 PLAN (2),season_group_total,NS Total,,,JUL,2607,10575000.0,11678923.87218045,56028782.67140801
2026 PLAN (2),season_group_total,NS Total,,,AUG,2608,13577100.0,14989788.840307288,41038993.83110072
2026 PLAN (2),season_group_total,NS Total,,,SEP,2609,7546000.0,8364502.75289287,32674491.078207843
2026 PLAN (2),season_group_total,NS Total,,,OCT,2610,10934400.0,11952868.284407832,20721622.79380001
2026 PLAN (2),season_group_total,NS Total,,,NOV,2611,10582000.0,11595844.306577614,9125778.4872224
2026 PLAN (2),season_group_total,NS Total,,,DEC,2612,15847000.0,17343242.189583,-8217463.7023606
2026 PLAN (2),grand_total,Grand Total,,,JAN,2601,28849485.650000006,36131932.0,366480060.0
2026 PLAN (2),grand_total,Grand Total,,,FEB,2602,36881936.96000001,45431865.97,353444186.0
2026 PLAN (2),grand_total,Grand Total,,,MAR,2603,18900000.0,21255760.620296367,332188425.37970364
2026 PLAN (2),grand_total,Grand Total,,,APR,2604,18550000.0,20988329.732357204,311200095.64734644
2026 PLAN (2),grand_total,Grand Total,,,MAY,2605,20900000.0,24725499.313674744,286474596.3336717
2026 PLAN (2),grand_total,Grand Total,,,JUN,2606,19220000.0,22607894.04507285,
2026 PLAN (2),grand_total,Grand Total,,,JUL,2607,22500000.0,27200044.08903175,
2026 PLAN (2),grand_total,Grand Total,,,AUG,2608,25050000.0,30052096.249894597,
2026 PLAN (2),grand_total,Grand Total,,,SEP,2609,15400000.0,18729697.89154026,
2026 PLAN (2),grand_total,Grand Total,,,OCT,2610,22780000.0,26071279.52687077,
2026 PLAN (2),grand_total,Grand Total,,,NOV,2611,24050000.0,27278229.28218843,
2026 PLAN (2),grand_total,Grand Total,,,DEC,2612,34450000.0,38989780.010312095,
