SALE_DT,LOCAL_SHOP_CD,SALES_AMT,Holiday,Holiday Name
2023-09-25,HE1,2118.88,,
2023-09-25,HE2,13478.3,,
2023-09-25,M01,59281.5,,
2023-09-25,M02,15113,,
2023-09-25,M05,16982,,
2023-09-25,M07,40062,,
2023-09-25,M08,15099.5,,
2023-09-25,M09,19105,,
2023-09-25,M10,57833,,
2023-09-25,M11,25889,,
2023-09-25,M12,3578,,
2023-09-25,M13,10430,,
2023-09-25,M14,35731,,
2023-09-25,M15,10006,,
2023-09-25,M16,18215,,
2023-09-25,M17,18478,,
2023-09-25,M18,47054,,
2023-09-25,M19,1715,,
2023-09-25,M20,7784,,
2023-09-25,M21,22740,,
2023-09-25,MC1,70212.634,,
2023-09-25,MC2,24626.216,,
2023-09-25,MC3,26245.633,,
2023-09-26,M01,36072,,
2023-09-26,M02,20753,,
2023-09-26,M05,28429,,
2023-09-26,M07,63357,,
2023-09-26,M08,11077,,
2023-09-26,M09,19920,,
2023-09-26,M10,32357,,
2023-09-26,M11,15933,,
2023-09-26,M12,2050,,
2023-09-26,M13,13114,,
2023-09-26,M14,40084,,
2023-09-26,M15,8055,,
2023-09-26,M16,4678,,
2023-09-26,M17,17908,,
2023-09-26,M18,41192,,
2023-09-26,M19,6435,,
2023-09-26,M20,5226,,
2023-09-26,M21,10300,,
2023-09-26,MC1,67974.76,,
2023-09-26,MC2,32926.217,,
2023-09-26,MC3,36133.013,,
2023-09-26,MC4,16566.989,,
2023-09-27,HE2,11527.3,,
2023-09-27,M01,35597,,
2023-09-27,M02,15770,,
2023-09-27,M05,25802,,
2023-09-27,M07,38438,,
2023-09-27,M08,16728,,
2023-09-27,M09,11805,,
2023-09-27,M10,56995,,
2023-09-27,M11,22981,,
2023-09-27,M12,3407,,
2023-09-27,M13,10995,,
2023-09-27,M14,27693,,
2023-09-27,M15,12960,,
2023-09-27,M16,14381,,
2023-09-27,M17,16507,,
2023-09-27,M18,41489,,
2023-09-27,M19,4406,,
2023-09-27,M20,17808,,
2023-09-27,M21,8859,,
2023-09-27,MC1,45698.06,,
2023-09-27,MC2,20156.313,,
2023-09-27,MC3,26540.782,,
2023-09-27,MC4,20423.301,,
2023-09-28,HE2,7877.9,,
2023-09-28,M01,46528,,
2023-09-28,M02,24441.5,,
2023-09-28,M05,129871,,
2023-09-28,M07,42010,,
2023-09-28,M08,11879,,
2023-09-28,M09,14059,,
2023-09-28,M10,39877,,
2023-09-28,M11,25099,,
2023-09-28,M12,2248,,
2023-09-28,M13,8366,,
2023-09-28,M14,32436,,
2023-09-28,M15,6476,,
2023-09-28,M16,17071,,
2023-09-28,M17,9001,,
2023-09-28,M18,40021,,
2023-09-28,M19,1344,,
2023-09-28,M20,11946,,
2023-09-28,M21,12174,,
2023-09-28,MC1,59649.526,,
2023-09-28,MC2,23285.436,,
2023-09-28,MC3,29416.506,,
2023-09-28,MC4,12651.456,,
2023-09-29,HE1,63734.95,,
2023-09-29,M01,54288,,
2023-09-29,M02,17523,,
2023-09-29,M05,36551,,
2023-09-29,M07,49432,,
2023-09-29,M08,17262,,
2023-09-29,M09,29376.5,,
2023-09-29,M10,50687,,
2023-09-29,M11,23106,,
2023-09-29,M12,1088,,
2023-09-29,M13,14640,,
2023-09-29,M14,51483,,
2023-09-29,M15,12278,,
2023-09-29,M16,40827,,
2023-09-29,M17,24912,,
2023-09-29,M18,56350,,
2023-09-29,M19,2641,,
2023-09-29,M20,18304,,
2023-09-29,M21,17799,,
2023-09-29,MC1,93144.666,,
2023-09-29,MC2,32330.099,,
2023-09-29,MC3,53168.934,,
2023-09-29,MC4,14541.748,,
2023-09-30,M01,77841,o,Day following Chinese Mid-Autumn Festival
2023-09-30,M02,39656,o,Day following Chinese Mid-Autumn Festival
2023-09-30,M05,75221,o,Day following Chinese Mid-Autumn Festival
2023-09-30,M07,84839,o,Day following Chinese Mid-Autumn Festival
2023-09-30,M08,11548.5,o,Day following Chinese Mid-Autumn Festival
2023-09-30,M09,14571,o,Day following Chinese Mid-Autumn Festival
2023-09-30,M10,88023,o,Day following Chinese Mid-Autumn Festival
2023-09-30,M11,44177,o,Day following Chinese Mid-Autumn Festival
2023-09-30,M12,988,o,Day following Chinese Mid-Autumn Festival
2023-09-30,M13,25315,o,Day following Chinese Mid-Autumn Festival
2023-09-30,M14,54478,o,Day following Chinese Mid-Autumn Festival
2023-09-30,M15,16194,o,Day following Chinese Mid-Autumn Festival
2023-09-30,M16,31307,o,Day following Chinese Mid-Autumn Festival
2023-09-30,M17,25600,o,Day following Chinese Mid-Autumn Festival
2023-09-30,M18,70084,o,Day following Chinese Mid-Autumn Festival
2023-09-30,M19,10050,o,Day following Chinese Mid-Autumn Festival
2023-09-30,M20,22778,o,Day following Chinese Mid-Autumn Festival
2023-09-30,M21,31097,o,Day following Chinese Mid-Autumn Festival
2023-09-30,MC1,154126.224,o,Day following Chinese Mid-Autumn Festival
2023-09-30,MC2,54851.949,o,Day following Chinese Mid-Autumn Festival
2023-09-30,MC3,68309.709,o,Day following Chinese Mid-Autumn Festival
2023-09-30,MC4,25832.039,o,Day following Chinese Mid-Autumn Festival
2023-10-01,HE1,26492.02,,
2023-10-01,M01,83266.5,,
2023-10-01,M02,54311,,
2023-10-01,M05,100722.5,,
2023-10-01,M07,102139,,
2023-10-01,M08,23939,,
2023-10-01,M09,11728,,
2023-10-01,M10,142555,,
2023-10-01,M11,53589,,
2023-10-01,M12,5005,,
2023-10-01,M13,13009,,
2023-10-01,M14,63262,,
2023-10-01,M15,18533,,
2023-10-01,M16,47462,,
2023-10-01,M17,23795,,
2023-10-01,M18,88248,,
2023-10-01,M19,11547,,
2023-10-01,M20,50675,,
2023-10-01,M21,19834,,
2023-10-01,MC1,195451.463,,
2023-10-01,MC2,76814.572,,
2023-10-01,MC3,74869.909,,
2023-10-01,MC4,33783.498,,
2023-10-02,M01,112592,o,National Day (substitute)
2023-10-02,M02,47344,o,National Day (substitute)
2023-10-02,M05,97568,o,National Day (substitute)
2023-10-02,M07,132308,o,National Day (substitute)
2023-10-02,M08,21562,o,National Day (substitute)
2023-10-02,M09,20031,o,National Day (substitute)
2023-10-02,M10,119199,o,National Day (substitute)
2023-10-02,M11,32013,o,National Day (substitute)
2023-10-02,M12,6228,o,National Day (substitute)
2023-10-02,M13,17863,o,National Day (substitute)
2023-10-02,M14,60607,o,National Day (substitute)
2023-10-02,M15,15069,o,National Day (substitute)
2023-10-02,M16,36833,o,National Day (substitute)
2023-10-02,M17,17212,o,National Day (substitute)
2023-10-02,M18,93156,o,National Day (substitute)
2023-10-02,M19,10682,o,National Day (substitute)
2023-10-02,M20,24710,o,National Day (substitute)
2023-10-02,M21,30072,o,National Day (substitute)
2023-10-02,MC1,206164.081,o,National Day (substitute)
2023-10-02,MC2,95471.849,o,National Day (substitute)
2023-10-02,MC3,90498.555,o,National Day (substitute)
2023-10-02,MC4,26706.797,o,National Day (substitute)
2023-10-03,HE1,6294.61,,
2023-10-03,HE2,4292.3,,
2023-10-03,M01,85003.5,,
2023-10-03,M02,44580,,
2023-10-03,M05,67991,,
2023-10-03,M07,95043,,
2023-10-03,M08,18254,,
2023-10-03,M09,19094,,
2023-10-03,M10,110898.5,,
2023-10-03,M11,55768,,
2023-10-03,M12,2488,,
2023-10-03,M13,18366,,
2023-10-03,M14,49856,,
2023-10-03,M15,11044,,
2023-10-03,M16,23809,,
2023-10-03,M17,30782,,
2023-10-03,M18,85625,,
2023-10-03,M19,6348,,
2023-10-03,M20,43276,,
2023-10-03,M21,18141,,
2023-10-03,MC1,187918.458,,
2023-10-03,MC2,132337.387,,
2023-10-03,MC3,65117.479,,
2023-10-03,MC4,20964.078,,
2023-10-04,HE1,25188.83,,
2023-10-04,HE2,24463.4,,
2023-10-04,M01,72752,,
2023-10-04,M02,41367,,
2023-10-04,M05,82103,,
2023-10-04,M07,73658,,
2023-10-04,M08,13743,,
2023-10-04,M09,29285,,
2023-10-04,M10,94815,,
2023-10-04,M11,21820,,
2023-10-04,M12,6246,,
2023-10-04,M13,6668,,
2023-10-04,M14,49024,,
2023-10-04,M15,14722,,
2023-10-04,M16,21458,,
2023-10-04,M17,17020,,
2023-10-04,M18,76531,,
2023-10-04,M19,17432,,
2023-10-04,M20,43259,,
2023-10-04,M21,24375,,
2023-10-04,MC1,186590.299,,
2023-10-04,MC2,91144.671,,
2023-10-04,MC3,76223.304,,
2023-10-04,MC4,17905.826,,
2023-10-05,HE2,2344.3,,
2023-10-05,M01,73202,,
2023-10-05,M02,39933,,
2023-10-05,M05,38047,,
2023-10-05,M07,58667,,
2023-10-05,M08,10592.5,,
2023-10-05,M09,15002,,
2023-10-05,M10,79614,,
2023-10-05,M11,22682,,
2023-10-05,M12,1841,,
2023-10-05,M13,16045,,
2023-10-05,M14,43576,,
2023-10-05,M15,12931,,
2023-10-05,M16,21476,,
2023-10-05,M17,18256,,
2023-10-05,M18,61180,,
2023-10-05,M19,6495,,
2023-10-05,M20,23735,,
2023-10-05,M21,21869,,
2023-10-05,MC1,118124.275,,
2023-10-05,MC2,57024.276,,
2023-10-05,MC3,52922.82,,
2023-10-05,MC4,10426.213,,
2023-10-06,HE2,2654.47,,
2023-10-06,M01,53831,,
2023-10-06,M02,26380,,
2023-10-06,M05,32525,,
2023-10-06,M07,70308,,
2023-10-06,M08,9850,,
2023-10-06,M09,22795,,
2023-10-06,M10,48204,,
2023-10-06,M11,24756,,
2023-10-06,M12,6807,,
2023-10-06,M13,13129.5,,
2023-10-06,M14,37499,,
2023-10-06,M15,8963,,
2023-10-06,M16,9633,,
2023-10-06,M17,18763,,
2023-10-06,M18,46992,,
2023-10-06,M19,5083,,
2023-10-06,M20,8883,,
2023-10-06,M21,24108,,
2023-10-06,MC1,81274.757,,
2023-10-06,MC2,29542.719,,
2023-10-06,MC3,44524.764,,
2023-10-06,MC4,18187.38,,
2023-10-07,M01,83784,,
2023-10-07,M02,19090,,
2023-10-07,M05,31564,,
2023-10-07,M07,73984,,
2023-10-07,M08,13014,,
2023-10-07,M09,26535,,
2023-10-07,M10,45435,,
2023-10-07,M11,29782,,
2023-10-07,M12,861,,
2023-10-07,M13,10696.5,,
2023-10-07,M14,31923,,
2023-10-07,M15,18717,,
2023-10-07,M16,20328,,
2023-10-07,M17,22178.5,,
2023-10-07,M18,53169.5,,
2023-10-07,M19,10892,,
2023-10-07,M20,5971,,
2023-10-07,M21,21990,,
2023-10-07,MC1,68023.309,,
2023-10-07,MC2,45238.833,,
2023-10-07,MC3,61099.033,,
2023-10-07,MC4,14496.117,,
2023-10-08,M01,3129,,
2023-10-08,M05,3955,,
2023-10-08,M07,30631,,
2023-10-08,M08,3057,,
2023-10-08,M09,5378,,
2023-10-08,M10,7856,,
2023-10-08,M11,4771,,
2023-10-08,M13,911,,
2023-10-08,M14,1846,,
2023-10-08,M15,1277,,
2023-10-08,M16,279,,
2023-10-08,M17,3776,,
2023-10-08,M18,8427,,
2023-10-08,M19,409,,
2023-10-08,M20,1591,,
2023-10-08,M21,279,,
2023-10-08,MC1,43226.215,,
2023-10-08,MC2,18963.107,,
2023-10-08,MC3,21084.467,,
2023-10-08,MC4,3086.408,,
2023-10-09,HE1,4197.18,,
2023-10-09,M01,60321,,
2023-10-09,M02,13458,,
2023-10-09,M05,23756,,
2023-10-09,M07,34918,,
2023-10-09,M08,9623,,
2023-10-09,M09,22228,,
2023-10-09,M10,31622,,
2023-10-09,M11,24160.5,,
2023-10-09,M12,279,,
2023-10-09,M13,11057,,
2023-10-09,M14,14133,,
2023-10-09,M15,8669,,
2023-10-09,M16,5127,,
2023-10-09,M17,15536,,
2023-10-09,M18,52290,,
2023-10-09,M19,942,,
2023-10-09,M20,12015,,
2023-10-09,M21,9841,,
2023-10-09,MC1,89228.165,,
2023-10-09,MC2,26149.516,,
2023-10-09,MC3,30171.851,,
2023-10-09,MC4,7034.951,,
2023-10-10,HE2,29988.1,,
2023-10-10,M01,68859,,
2023-10-10,M02,20388.5,,
2023-10-10,M05,18163,,
2023-10-10,M07,48848,,
2023-10-10,M08,17178,,
2023-10-10,M09,16462,,
2023-10-10,M10,60227,,
2023-10-10,M11,17544.5,,
2023-10-10,M12,1337,,
2023-10-10,M13,18687,,
2023-10-10,M14,30895,,
2023-10-10,M15,16100,,
2023-10-10,M16,12046,,
2023-10-10,M17,13022,,
2023-10-10,M18,72233,,
2023-10-10,M19,1038,,
2023-10-10,M20,18237,,
2023-10-10,M21,14680,,
2023-10-10,MC1,67119.419,,
2023-10-10,MC2,19759.223,,
2023-10-10,MC3,36867.966,,
2023-10-10,MC4,11285.438,,
2023-10-11,HE1,10362.06,,
2023-10-11,HE2,5535.6,,
2023-10-11,M01,56900,,
2023-10-11,M02,29028,,
2023-10-11,M05,28490,,
2023-10-11,M07,54739,,
2023-10-11,M08,23143,,
2023-10-11,M09,18054,,
2023-10-11,M10,82081,,
2023-10-11,M11,31151,,
2023-10-11,M12,429,,
2023-10-11,M13,11929,,
2023-10-11,M14,27182,,
2023-10-11,M15,21544,,
2023-10-11,M16,11241,,
2023-10-11,M17,6717,,
2023-10-11,M18,65709,,
2023-10-11,M19,5835,,
2023-10-11,M20,5022,,
2023-10-11,M21,13289.5,,
2023-10-11,MC1,80283.503,,
2023-10-11,MC2,28318.45,,
2023-10-11,MC3,60711.658,,
2023-10-11,MC4,14734.952,,
2023-10-12,HE2,7408.79,,
2023-10-12,M01,68486,,
2023-10-12,M02,21618,,
2023-10-12,M05,35421,,
2023-10-12,M07,60693,,
2023-10-12,M08,7669,,
2023-10-12,M09,21566,,
2023-10-12,M10,70390,,
2023-10-12,M11,15857,,
2023-10-12,M12,5363,,
2023-10-12,M13,8805,,
2023-10-12,M14,27705,,
2023-10-12,M15,13783,,
2023-10-12,M16,20490,,
2023-10-12,M17,14144,,
2023-10-12,M18,68894,,
2023-10-12,M19,4558,,
2023-10-12,M20,7042,,
2023-10-12,M21,19143,,
2023-10-12,MC1,83673.792,,
2023-10-12,MC2,18962.136,,
2023-10-12,MC3,43739.812,,
2023-10-12,MC4,16007.769,,
2023-10-13,M01,73657,,
2023-10-13,M02,24491.5,,
2023-10-13,M05,28387,,
2023-10-13,M07,40407,,
2023-10-13,M08,17823,,
2023-10-13,M09,26632,,
2023-10-13,M10,55558,,
2023-10-13,M11,43443,,
2023-10-13,M12,4702,,
2023-10-13,M13,5642,,
2023-10-13,M14,18906,,
2023-10-13,M15,8125,,
2023-10-13,M16,17087,,
2023-10-13,M17,9065,,
2023-10-13,M18,57308,,
2023-10-13,M19,5432,,
2023-10-13,M20,11878,,
2023-10-13,M21,15836,,
2023-10-13,MC1,112507.773,,
2023-10-13,MC2,34366.994,,
2023-10-13,MC3,40664.078,,
2023-10-13,MC4,17117.475,,
2023-10-14,M01,84321,,
2023-10-14,M02,55164,,
2023-10-14,M05,44762,,
2023-10-14,M07,70198,,
2023-10-14,M08,19322.5,,
2023-10-14,M09,20400.5,,
2023-10-14,M10,64551,,
2023-10-14,M11,37752,,
2023-10-14,M12,7579,,
2023-10-14,M13,25350,,
2023-10-14,M14,42617,,
2023-10-14,M15,18129,,
2023-10-14,M16,29125,,
2023-10-14,M17,27558,,
2023-10-14,M18,67334,,
2023-10-14,M19,10947,,
2023-10-14,M20,32823,,
2023-10-14,M21,26615,,
2023-10-14,MC1,151719.426,,
2023-10-14,MC2,50650.971,,
2023-10-14,MC3,65245.632,,
2023-10-14,MC4,24017.474,,
2023-10-15,M01,76812.5,,
2023-10-15,M02,24470,,
2023-10-15,M05,38982,,
2023-10-15,M07,73634,,
2023-10-15,M08,20247,,
2023-10-15,M09,18237,,
2023-10-15,M10,100289,,
2023-10-15,M11,47636,,
2023-10-15,M12,5583,,
2023-10-15,M13,26049,,
2023-10-15,M14,47158,,
2023-10-15,M15,21133,,
2023-10-15,M16,24920,,
2023-10-15,M17,44111,,
2023-10-15,M18,56680,,
2023-10-15,M19,9233,,
2023-10-15,M20,10898.5,,
2023-10-15,M21,30834,,
2023-10-15,MC1,129767.97,,
2023-10-15,MC2,36133.01,,
2023-10-15,MC3,74268.937,,
2023-10-15,MC4,23031.069,,
2023-10-16,HE2,31327.1,,
2023-10-16,M01,86405,,
2023-10-16,M02,23692,,
2023-10-16,M05,24599,,
2023-10-16,M07,65359,,
2023-10-16,M08,7484,,
2023-10-16,M09,25985,,
2023-10-16,M10,47044,,
2023-10-16,M11,38429,,
2023-10-16,M12,1705,,
2023-10-16,M13,11539,,
2023-10-16,M14,31419,,
2023-10-16,M15,12440,,
2023-10-16,M16,14922,,
2023-10-16,M17,17288,,
2023-10-16,M18,55735.5,,
2023-10-16,M19,7012,,
2023-10-16,M20,9711,,
2023-10-16,M21,9788,,
2023-10-16,MC1,91301.948,,
2023-10-16,MC2,29470.875,,
2023-10-16,MC3,64833.015,,
2023-10-16,MC4,17268.933,,
2023-10-17,HE2,13605.9,,
2023-10-17,M01,41471,,
2023-10-17,M02,25085,,
2023-10-17,M05,47004,,
2023-10-17,M07,75107,,
2023-10-17,M08,23132,,
2023-10-17,M09,16495,,
2023-10-17,M10,63253,,
2023-10-17,M11,38228,,
2023-10-17,M12,2206,,
2023-10-17,M13,7403,,
2023-10-17,M14,31407,,
2023-10-17,M15,10248,,
2023-10-17,M16,14607,,
2023-10-17,M17,11421,,
2023-10-17,M18,55251,,
2023-10-17,M19,4698,,
2023-10-17,M20,16566,,
2023-10-17,M21,19950,,
2023-10-17,MC1,89203.891,,
2023-10-17,MC2,37757.286,,
2023-10-17,MC3,65778.646,,
2023-10-17,MC4,12832.039,,
2023-10-18,HE1,40839.19,,
2023-10-18,M01,41210,,
2023-10-18,M02,15592,,
2023-10-18,M05,40194,,
2023-10-18,M07,55556,,
2023-10-18,M08,21111,,
2023-10-18,M09,34811,,
2023-10-18,M10,42502,,
2023-10-18,M11,21484,,
2023-10-18,M12,1637,,
2023-10-18,M13,9407,,
2023-10-18,M14,40049,,
2023-10-18,M15,8728,,
2023-10-18,M16,13523,,
2023-10-18,M17,13742,,
2023-10-18,M18,70051,,
2023-10-18,M19,6194,,
2023-10-18,M20,25652,,
2023-10-18,M21,22669,,
2023-10-18,MC1,124078.65,,
2023-10-18,MC2,38423.304,,
2023-10-18,MC3,38380.585,,
2023-10-18,MC4,11481.554,,
2023-10-19,HE1,11059.02,,
2023-10-19,HE2,13496.8,,
2023-10-19,M01,49261,,
2023-10-19,M02,25818.5,,
2023-10-19,M05,46017,,
2023-10-19,M07,69752,,
2023-10-19,M08,26587,,
2023-10-19,M09,28661.5,,
2023-10-19,M10,57288.5,,
2023-10-19,M11,22206,,
2023-10-19,M12,2126,,
2023-10-19,M13,6188,,
2023-10-19,M14,39352,,
2023-10-19,M15,13999,,
2023-10-19,M16,12252,,
2023-10-19,M17,15888,,
2023-10-19,M18,57160,,
2023-10-19,M19,9455,,
2023-10-19,M20,17969,,
2023-10-19,M21,15505,,
2023-10-19,MC1,81665.049,,
2023-10-19,MC2,43512.622,,
2023-10-19,MC3,55849.521,,
2023-10-19,MC4,17734.954,,
2023-10-20,HE2,-3118.95,,
2023-10-20,M01,74577,,
2023-10-20,M02,21906.5,,
2023-10-20,M05,29426,,
2023-10-20,M07,60212,,
2023-10-20,M08,25853,,
2023-10-20,M09,21127,,
2023-10-20,M10,55189,,
2023-10-20,M11,28994,,
2023-10-20,M12,299,,
2023-10-20,M13,24462,,
2023-10-20,M14,27559,,
2023-10-20,M15,8806,,
2023-10-20,M16,18342,,
2023-10-20,M17,27438,,
2023-10-20,M18,70399,,
2023-10-20,M19,13865,,
2023-10-20,M20,10400,,
2023-10-20,M21,17385,,
2023-10-20,MC1,71170.878,,
2023-10-20,MC2,34491.262,,
2023-10-20,MC3,44350.978,,
2023-10-20,MC4,8752.426,,
2023-10-21,M01,57551,,
2023-10-21,M02,32007,,
2023-10-21,M05,31391,,
2023-10-21,M07,62934,,
2023-10-21,M08,21353.5,,
2023-10-21,M09,27945,,
2023-10-21,M10,70263,,
2023-10-21,M11,55718,,
2023-10-21,M12,12001,,
2023-10-21,M13,16943,,
2023-10-21,M14,66916,,
2023-10-21,M15,18310,,
2023-10-21,M16,32998.5,,
2023-10-21,M17,22926,,
2023-10-21,M18,72164.5,,
2023-10-21,M19,13436,,
2023-10-21,M20,7608,,
2023-10-21,M21,32223,,
2023-10-21,MC1,114231.068,,
2023-10-21,MC2,46072.818,,
2023-10-21,MC3,59148.546,,
2023-10-21,MC4,33814.564,,
2023-10-22,M01,86776.5,,
2023-10-22,M02,15841,,
2023-10-22,M05,45398,,
2023-10-22,M07,91622,,
2023-10-22,M08,19602,,
2023-10-22,M09,30600,,
2023-10-22,M10,96480,,
2023-10-22,M11,48772,,
2023-10-22,M12,4119,,
2023-10-22,M13,15603,,
2023-10-22,M14,35836,,
2023-10-22,M15,12064,,
2023-10-22,M16,18520.5,,
2023-10-22,M17,15330,,
2023-10-22,M18,57405,,
2023-10-22,M19,13556,,
2023-10-22,M20,19581,,
2023-10-22,M21,25568,,
2023-10-22,MC1,96903.891,,
2023-10-22,MC2,69641.757,,
2023-10-22,MC3,71888.358,,
2023-10-22,MC4,35616.506,,
2023-10-23,M01,74963,o,Chung Yeung Festival (substitute)
2023-10-23,M02,18446,o,Chung Yeung Festival (substitute)
2023-10-23,M05,42228,o,Chung Yeung Festival (substitute)
2023-10-23,M07,102533,o,Chung Yeung Festival (substitute)
2023-10-23,M08,15415,o,Chung Yeung Festival (substitute)
2023-10-23,M09,25027,o,Chung Yeung Festival (substitute)
2023-10-23,M10,55073,o,Chung Yeung Festival (substitute)
2023-10-23,M11,31903,o,Chung Yeung Festival (substitute)
2023-10-23,M12,6160,o,Chung Yeung Festival (substitute)
2023-10-23,M13,9067.5,o,Chung Yeung Festival (substitute)
2023-10-23,M14,49001,o,Chung Yeung Festival (substitute)
2023-10-23,M15,17663,o,Chung Yeung Festival (substitute)
2023-10-23,M16,11883,o,Chung Yeung Festival (substitute)
2023-10-23,M17,26269.5,o,Chung Yeung Festival (substitute)
2023-10-23,M18,58366,o,Chung Yeung Festival (substitute)
2023-10-23,M19,5086,o,Chung Yeung Festival (substitute)
2023-10-23,M20,9536,o,Chung Yeung Festival (substitute)
2023-10-23,M21,26675,o,Chung Yeung Festival (substitute)
2023-10-23,MC1,81410.685,o,Chung Yeung Festival (substitute)
2023-10-23,MC2,35366.995,o,Chung Yeung Festival (substitute)
2023-10-23,MC3,55344.664,o,Chung Yeung Festival (substitute)
2023-10-23,MC4,17398.057,o,Chung Yeung Festival (substitute)
2023-10-24,HE1,1417.41,,
2023-10-24,HE2,26703.55,,
2023-10-24,M01,72593,,
2023-10-24,M02,12011,,
2023-10-24,M05,32052,,
2023-10-24,M07,35381,,
2023-10-24,M08,10616,,
2023-10-24,M09,24432.5,,
2023-10-24,M10,27277,,
2023-10-24,M11,17361,,
2023-10-24,M12,3596,,
2023-10-24,M13,8760.5,,
2023-10-24,M14,18052,,
2023-10-24,M15,8748,,
2023-10-24,M16,7454.5,,
2023-10-24,M17,18131,,
2023-10-24,M18,44493,,
2023-10-24,M19,2792,,
2023-10-24,M20,18572,,
2023-10-24,M21,16319,,
2023-10-24,MC1,86857.289,,
2023-10-24,MC2,34597.09,,
2023-10-24,MC3,48043.692,,
2023-10-24,MC4,26769.903,,
2023-10-25,M01,46987,,
2023-10-25,M02,22066,,
2023-10-25,M05,43029,,
2023-10-25,M07,42601,,
2023-10-25,M08,10747,,
2023-10-25,M09,9499,,
2023-10-25,M10,54381,,
2023-10-25,M11,13547,,
2023-10-25,M12,759,,
2023-10-25,M13,12096,,
2023-10-25,M14,33323,,
2023-10-25,M15,11006,,
2023-10-25,M16,16475,,
2023-10-25,M17,15196,,
2023-10-25,M18,44371,,
2023-10-25,M19,7593,,
2023-10-25,M20,17750,,
2023-10-25,M21,15095,,
2023-10-25,MC1,91182.534,,
2023-10-25,MC2,25196.119,,
2023-10-25,MC3,40671.85,,
2023-10-25,MC4,19093.203,,
2023-10-26,HE1,25842.95,,
2023-10-26,HE2,15003.9,,
2023-10-26,M01,57577.5,,
2023-10-26,M02,23434,,
2023-10-26,M05,27995,,
2023-10-26,M07,46329,,
2023-10-26,M08,11931,,
2023-10-26,M09,19734.5,,
2023-10-26,M10,50119,,
2023-10-26,M11,23811,,
2023-10-26,M12,3605,,
2023-10-26,M13,21233,,
2023-10-26,M14,22781,,
2023-10-26,M15,8225,,
2023-10-26,M16,9392,,
2023-10-26,M17,8061,,
2023-10-26,M18,30283,,
2023-10-26,M19,5273,,
2023-10-26,M20,9903,,
2023-10-26,M21,15358,,
2023-10-26,MC1,80415.543,,
2023-10-26,MC2,34852.429,,
2023-10-26,MC3,57491.265,,
2023-10-26,MC4,14807.767,,
2023-10-27,HE1,2915.25,,
2023-10-27,HE2,8513.1,,
2023-10-27,M01,34631.5,,
2023-10-27,M02,12919,,
2023-10-27,M05,29185,,
2023-10-27,M07,55843,,
2023-10-27,M08,16412,,
2023-10-27,M09,21364,,
2023-10-27,M10,56646,,
2023-10-27,M11,25499,,
2023-10-27,M12,8599,,
2023-10-27,M13,16716,,
2023-10-27,M14,34216,,
2023-10-27,M15,11615,,
2023-10-27,M16,16387,,
2023-10-27,M17,11631,,
2023-10-27,M18,31020,,
2023-10-27,M19,5399,,
2023-10-27,M20,15702,,
2023-10-27,M21,14403,,
2023-10-27,MC1,110958.255,,
2023-10-27,MC2,41183.492,,
2023-10-27,MC3,55506.801,,
2023-10-27,MC4,16733.013,,
2023-10-28,M01,72431,,
2023-10-28,M02,26792,,
2023-10-28,M05,47103,,
2023-10-28,M07,40972,,
2023-10-28,M08,18243,,
2023-10-28,M09,32595,,
2023-10-28,M10,71353.5,,
2023-10-28,M11,42297,,
2023-10-28,M12,2379,,
2023-10-28,M13,21459,,
2023-10-28,M14,42434,,
2023-10-28,M15,14550,,
2023-10-28,M16,33047,,
2023-10-28,M17,18806,,
2023-10-28,M18,61183,,
2023-10-28,M19,13595,,
2023-10-28,M20,16169,,
2023-10-28,M21,22495,,
2023-10-28,MC1,101626.222,,
2023-10-28,MC2,74902.916,,
2023-10-28,MC3,50463.113,,
2023-10-28,MC4,22155.343,,
2023-10-29,M01,68371,,
2023-10-29,M02,36017,,
2023-10-29,M05,29399,,
2023-10-29,M07,56364,,
2023-10-29,M08,30094,,
2023-10-29,M09,26131,,
2023-10-29,M10,73524.5,,
2023-10-29,M11,37231,,
2023-10-29,M12,5273,,
2023-10-29,M13,26845.5,,
2023-10-29,M14,42089,,
2023-10-29,M15,16232,,
2023-10-29,M16,24595,,
2023-10-29,M17,19918,,
2023-10-29,M18,60204,,
2023-10-29,M19,10907,,
2023-10-29,M20,10422,,
2023-10-29,M21,26986,,
2023-10-29,MC1,91300.981,,
2023-10-29,MC2,29134.953,,
2023-10-29,MC3,42579.612,,
2023-10-29,MC4,17587.379,,
2023-10-30,HE2,21846.7,,
2023-10-30,M01,47921,,
2023-10-30,M02,20062,,
2023-10-30,M05,13605,,
2023-10-30,M07,31060,,
2023-10-30,M08,13850,,
2023-10-30,M09,20155,,
2023-10-30,M10,37746,,
2023-10-30,M11,24922,,
2023-10-30,M12,299,,
2023-10-30,M13,12261,,
2023-10-30,M14,18501,,
2023-10-30,M15,6907,,
2023-10-30,M16,17678,,
2023-10-30,M17,11193,,
2023-10-30,M18,38917,,
2023-10-30,M19,5274,,
2023-10-30,M20,9836,,
2023-10-30,M21,35775,,
2023-10-30,MC1,111510.69,,
2023-10-30,MC2,27332.043,,
2023-10-30,MC3,42393.209,,
2023-10-30,MC4,18710.68,,
2023-10-31,HE2,4162.3,,
2023-10-31,M01,47260.5,,
2023-10-31,M02,36084,,
2023-10-31,M05,26907,,
2023-10-31,M07,35112,,
2023-10-31,M08,13545,,
2023-10-31,M09,21529,,
