SALE_DT,LOCAL_SHOP_CD,SALES_AMT,Holiday,Holiday Name
2024-10-28,HE2,961.15,,
2024-10-28,M01,36804,,
2024-10-28,M02,12765,,
2024-10-28,M05,11702,,
2024-10-28,M07,46671,,
2024-10-28,M08,8951,,
2024-10-28,M09,10948,,
2024-10-28,M10,58735,,
2024-10-28,M11,29489,,
2024-10-28,M12,4291,,
2024-10-28,M13,12839,,
2024-10-28,M14,27520,,
2024-10-28,M15,8775,,
2024-10-28,M16,8128,,
2024-10-28,M17,11245,,
2024-10-28,M18,38548,,
2024-10-28,M19,2537,,
2024-10-28,M20,2510,,
2024-10-28,M21,25174,,
2024-10-28,M22,12366,,
2024-10-28,MC1,58314.566,,
2024-10-28,MC2,15396.118,,
2024-10-28,MC3,57025.244,,
2024-10-28,MC4,20230.098,,
2024-10-29,HE1,6040.36,,
2024-10-29,HE2,15589.2,,
2024-10-29,M01,37420,,
2024-10-29,M02,15743,,
2024-10-29,M05,11679,,
2024-10-29,M07,35757,,
2024-10-29,M08,10773,,
2024-10-29,M09,9879,,
2024-10-29,M10,64332,,
2024-10-29,M11,22094,,
2024-10-29,M12,3000,,
2024-10-29,M13,18144,,
2024-10-29,M14,25681,,
2024-10-29,M15,10216,,
2024-10-29,M16,8016,,
2024-10-29,M17,15204,,
2024-10-29,M18,52667,,
2024-10-29,M19,279,,
2024-10-29,M20,4265,,
2024-10-29,M21,27516,,
2024-10-29,M22,5606,,
2024-10-29,MC1,95805.824,,
2024-10-29,MC2,22204.852,,
2024-10-29,MC3,53717.96,,
2024-10-29,MC4,19267.961,,
2024-10-30,HE1,6451.6,,
2024-10-30,HE2,9275.95,,
2024-10-30,M01,43567,,
2024-10-30,M02,11748,,
2024-10-30,M05,17056,,
2024-10-30,M07,36683,,
2024-10-30,M08,15251,,
2024-10-30,M09,19127,,
2024-10-30,M10,49836.5,,
2024-10-30,M11,33637,,
2024-10-30,M13,11036,,
2024-10-30,M14,22465,,
2024-10-30,M15,11629,,
2024-10-30,M16,10370,,
2024-10-30,M17,16411,,
2024-10-30,M18,34730,,
2024-10-30,M19,389,,
2024-10-30,M20,8134,,
2024-10-30,M21,13742,,
2024-10-30,M22,18895,,
2024-10-30,MC1,78334.951,,
2024-10-30,MC2,15793.206,,
2024-10-30,MC3,57424.272,,
2024-10-30,MC4,18438.834,,
2024-10-31,HE1,8456.24,,
2024-10-31,M01,59192,,
2024-10-31,M02,9254,,
2024-10-31,M05,12644,,
2024-10-31,M07,28627,,
2024-10-31,M08,19179,,
2024-10-31,M09,15097,,
2024-10-31,M10,50004,,
2024-10-31,M11,43882,,
2024-10-31,M12,728,,
2024-10-31,M13,18350,,
2024-10-31,M14,21761,,
2024-10-31,M15,7014,,
2024-10-31,M16,16145,,
2024-10-31,M17,21651,,
2024-10-31,M18,40465,,
2024-10-31,M19,1833,,
2024-10-31,M20,7544,,
2024-10-31,M21,36117,,
2024-10-31,M22,3036,,
2024-10-31,MC1,104087.381,,
2024-10-31,MC2,31895.145,,
2024-10-31,MC3,41971.848,,
2024-10-31,MC4,19467.961,,
2024-11-01,HE1,2430.24,,
2024-11-01,HE2,8446.45,,
2024-11-01,M01,56991.5,,
2024-11-01,M02,16329,,
2024-11-01,M05,23536,,
2024-11-01,M07,49048,,
2024-11-01,M08,8851,,
2024-11-01,M09,15660,,
2024-11-01,M10,59103,,
2024-11-01,M11,29410,,
2024-11-01,M12,953,,
2024-11-01,M13,11289,,
2024-11-01,M14,44927,,
2024-11-01,M15,11115,,
2024-11-01,M16,8487,,
2024-11-01,M17,22012,,
2024-11-01,M18,36035.5,,
2024-11-01,M19,1195,,
2024-11-01,M20,3240,,
2024-11-01,M21,38365,,
2024-11-01,M22,12561,,
2024-11-01,MC1,115418.445,,
2024-11-01,MC2,15080.583,,
2024-11-01,MC3,34440.778,,
2024-11-01,MC4,20353.393,,
2024-11-02,M01,68326.5,,
2024-11-02,M02,27475,,
2024-11-02,M05,35441,,
2024-11-02,M07,70663,,
2024-11-02,M08,16171,,
2024-11-02,M09,19867,,
2024-11-02,M10,63584.5,,
2024-11-02,M11,35626,,
2024-11-02,M12,269,,
2024-11-02,M13,6910,,
2024-11-02,M14,34267.5,,
2024-11-02,M15,28639,,
2024-11-02,M16,24065,,
2024-11-02,M17,10443,,
2024-11-02,M18,47710,,
2024-11-02,M19,4162,,
2024-11-02,M20,8866,,
2024-11-02,M21,10295,,
2024-11-02,M22,18876,,
2024-11-02,MC1,101793.209,,
2024-11-02,MC2,32411.655,,
2024-11-02,MC3,41228.646,,
2024-11-02,MC4,32040.772,,
2024-11-03,M01,75286,,
2024-11-03,M02,16237,,
2024-11-03,M05,26392,,
2024-11-03,M07,79903,,
2024-11-03,M08,31135,,
2024-11-03,M09,12041,,
2024-11-03,M10,54595,,
2024-11-03,M11,31533,,
2024-11-03,M12,1252,,
2024-11-03,M13,19415,,
2024-11-03,M14,47153,,
2024-11-03,M15,14196,,
2024-11-03,M16,11564,,
2024-11-03,M17,16602,,
2024-11-03,M18,58890,,
2024-11-03,M19,5670,,
2024-11-03,M20,8399,,
2024-11-03,M21,24839,,
2024-11-03,M22,15124,,
2024-11-03,MC1,84457.283,,
2024-11-03,MC2,26163.105,,
2024-11-03,MC3,48446.604,,
2024-11-03,MC4,21290.288,,
2024-11-04,HE1,1622.4,,
2024-11-04,HE2,10949.75,,
2024-11-04,M01,35197,,
2024-11-04,M02,16031,,
2024-11-04,M05,12648,,
2024-11-04,M07,75245,,
2024-11-04,M08,16681,,
2024-11-04,M09,8466,,
2024-11-04,M10,59731,,
2024-11-04,M11,24524,,
2024-11-04,M12,1257,,
2024-11-04,M13,3989,,
2024-11-04,M14,25266,,
2024-11-04,M15,8806,,
2024-11-04,M16,11958,,
2024-11-04,M17,10862.5,,
2024-11-04,M18,19363,,
2024-11-04,M19,4422,,
2024-11-04,M20,11717,,
2024-11-04,M21,16897,,
2024-11-04,M22,13440,,
2024-11-04,MC1,54265.053,,
2024-11-04,MC2,34550.484,,
2024-11-04,MC3,56587.383,,
2024-11-04,MC4,31764.076,,
2024-11-05,HE1,779.52,,
2024-11-05,HE2,15300,,
2024-11-05,M01,33547,,
2024-11-05,M02,13137,,
2024-11-05,M05,11156,,
2024-11-05,M07,25787,,
2024-11-05,M08,6973,,
2024-11-05,M09,6165,,
2024-11-05,M10,49950.5,,
2024-11-05,M11,29286,,
2024-11-05,M12,941,,
2024-11-05,M13,15473,,
2024-11-05,M14,46196,,
2024-11-05,M15,10006,,
2024-11-05,M16,19880,,
2024-11-05,M17,15424,,
2024-11-05,M18,44401,,
2024-11-05,M19,601,,
2024-11-05,M20,4167,,
2024-11-05,M21,18928,,
2024-11-05,M22,13791,,
2024-11-05,MC1,68781.558,,
2024-11-05,MC2,11366.018,,
2024-11-05,MC3,45659.226,,
2024-11-05,MC4,14081.552,,
2024-11-06,HE1,7092.48,,
2024-11-06,M01,40766,,
2024-11-06,M02,11466,,
2024-11-06,M05,27683,,
2024-11-06,M07,35186,,
2024-11-06,M08,11585,,
2024-11-06,M09,17905,,
2024-11-06,M10,43413,,
2024-11-06,M11,25396,,
2024-11-06,M13,6933,,
2024-11-06,M14,32173,,
2024-11-06,M15,19516,,
2024-11-06,M16,7928,,
2024-11-06,M17,18749,,
2024-11-06,M18,27762,,
2024-11-06,M19,2504,,
2024-11-06,M20,1590,,
2024-11-06,M21,10117,,
2024-11-06,M22,11176,,
2024-11-06,MC1,85055.341,,
2024-11-06,MC2,23020.391,,
2024-11-06,MC3,43964.078,,
2024-11-06,MC4,20983.493,,
2024-11-07,HE1,2677.76,,
2024-11-07,HE2,19815.1,,
2024-11-07,M01,37602,,
2024-11-07,M02,19739,,
2024-11-07,M05,13387,,
2024-11-07,M07,38983,,
2024-11-07,M08,13940,,
2024-11-07,M09,19300,,
2024-11-07,M10,68612,,
2024-11-07,M11,42264,,
2024-11-07,M13,12656,,
2024-11-07,M14,43408.5,,
2024-11-07,M15,15243,,
2024-11-07,M16,11182,,
2024-11-07,M17,16447,,
2024-11-07,M18,46668.5,,
2024-11-07,M19,967,,
2024-11-07,M20,3517,,
2024-11-07,M21,15064,,
2024-11-07,M22,11021.5,,
2024-11-07,MC1,77798.062,,
2024-11-07,MC2,36436.405,,
2024-11-07,MC3,56815.535,,
2024-11-07,MC4,13793.206,,
2024-11-08,M01,46604,,
2024-11-08,M02,13265,,
2024-11-08,M05,12164,,
2024-11-08,M07,50601,,
2024-11-08,M08,12847,,
2024-11-08,M09,5472,,
2024-11-08,M10,33182,,
2024-11-08,M11,24010,,
2024-11-08,M12,279,,
2024-11-08,M13,7712,,
2024-11-08,M14,30716,,
2024-11-08,M15,6523,,
2024-11-08,M16,16600.5,,
2024-11-08,M17,11716,,
2024-11-08,M18,29329,,
2024-11-08,M19,3497,,
2024-11-08,M20,6678,,
2024-11-08,M21,18056,,
2024-11-08,M22,11669,,
2024-11-08,MC1,82009.708,,
2024-11-08,MC2,39468.93,,
2024-11-08,MC3,42600.97,,
2024-11-08,MC4,22624.268,,
2024-11-09,M01,62990,,
2024-11-09,M02,32797,,
2024-11-09,M05,18026,,
2024-11-09,M07,50275,,
2024-11-09,M08,17881,,
2024-11-09,M09,17370,,
2024-11-09,M10,72436,,
2024-11-09,M11,48849,,
2024-11-09,M12,558,,
2024-11-09,M13,14525,,
2024-11-09,M14,38690,,
2024-11-09,M15,15380,,
2024-11-09,M16,23458,,
2024-11-09,M17,19953,,
2024-11-09,M18,25991,,
2024-11-09,M19,11007,,
2024-11-09,M20,12459,,
2024-11-09,M21,18507,,
2024-11-09,M22,25355,,
2024-11-09,MC1,130580.584,,
2024-11-09,MC2,45878.64,,
2024-11-09,MC3,66854.371,,
2024-11-09,MC4,28352.429,,
2024-11-10,M01,56070,,
2024-11-10,M02,7292,,
2024-11-10,M05,27005,,
2024-11-10,M07,79942.5,,
2024-11-10,M08,22939,,
2024-11-10,M09,29430.5,,
2024-11-10,M10,61391,,
2024-11-10,M11,43341.5,,
2024-11-10,M12,3782,,
2024-11-10,M13,29138,,
2024-11-10,M14,42687.5,,
2024-11-10,M15,17635,,
2024-11-10,M16,14101,,
2024-11-10,M17,26450,,
2024-11-10,M18,73628.5,,
2024-11-10,M19,4284,,
2024-11-10,M20,18811,,
2024-11-10,M21,31647,,
2024-11-10,M22,19612,,
2024-11-10,MC1,99677.669,,
2024-11-10,MC2,26649.515,,
2024-11-10,MC3,53159.228,,
2024-11-10,MC4,20081.548,,
2024-11-11,HE1,17531.22,,
2024-11-11,HE2,1496.55,,
2024-11-11,M01,28013,,
2024-11-11,M02,14675,,
2024-11-11,M05,10646,,
2024-11-11,M07,45402,,
2024-11-11,M08,6329,,
2024-11-11,M09,18578,,
2024-11-11,M10,58772,,
2024-11-11,M11,21279,,
2024-11-11,M12,738,,
2024-11-11,M13,18566,,
2024-11-11,M14,22941,,
2024-11-11,M15,13200,,
2024-11-11,M16,7194.5,,
2024-11-11,M17,13977,,
2024-11-11,M18,40703,,
2024-11-11,M19,319,,
2024-11-11,M20,1962,,
2024-11-11,M21,27453,,
2024-11-11,M22,8063,,
2024-11-11,MC1,87031.077,,
2024-11-11,MC2,16768.932,,
2024-11-11,MC3,63400.977,,
2024-11-11,MC4,13910.681,,
2024-11-12,HE1,4700.48,,
2024-11-12,HE2,24325.55,,
2024-11-12,M01,56470,,
2024-11-12,M02,7986,,
2024-11-12,M05,18543,,
2024-11-12,M07,40760,,
2024-11-12,M08,22280,,
2024-11-12,M09,8000,,
2024-11-12,M10,48050,,
2024-11-12,M11,18059,,
2024-11-12,M12,2613,,
2024-11-12,M13,7484,,
2024-11-12,M14,20144,,
2024-11-12,M15,6127,,
2024-11-12,M16,5088,,
2024-11-12,M17,18625,,
2024-11-12,M18,34731,,
2024-11-12,M19,3976,,
2024-11-12,M20,389,,
2024-11-12,M21,16838,,
2024-11-12,M22,2716,,
2024-11-12,MC1,104778.64,,
2024-11-12,MC2,31286.407,,
2024-11-12,MC3,43920.39,,
2024-11-12,MC4,24073.785,,
2024-11-13,HE1,12910.92,,
2024-11-13,HE2,8147.5,,
2024-11-13,M01,22953.5,,
2024-11-13,M02,17527,,
2024-11-13,M05,19880,,
2024-11-13,M07,21037,,
2024-11-13,M08,15224,,
2024-11-13,M09,7668,,
2024-11-13,M10,46718,,
2024-11-13,M11,25343,,
2024-11-13,M12,3126,,
2024-11-13,M13,9509,,
2024-11-13,M14,21459,,
2024-11-13,M15,9423,,
2024-11-13,M16,10374,,
2024-11-13,M17,14651.5,,
2024-11-13,M18,32977,,
2024-11-13,M19,3381,,
2024-11-13,M20,3372,,
2024-11-13,M21,11144,,
2024-11-13,M22,6024,,
2024-11-13,MC1,61452.429,,
2024-11-13,MC2,21709.711,,
2024-11-13,MC3,31653.395,,
2024-11-13,MC4,22877.668,,
2024-11-14,M01,42788,,
2024-11-14,M02,11412,,
2024-11-14,M05,21118,,
2024-11-14,M07,53412,,
2024-11-14,M08,12761,,
2024-11-14,M09,6753,,
2024-11-14,M10,45988,,
2024-11-14,M11,30191,,
2024-11-14,M12,2324,,
2024-11-14,M13,3734,,
2024-11-14,M14,29096,,
2024-11-14,M15,9223,,
2024-11-14,M16,8984,,
2024-11-14,M17,13084,,
2024-11-14,M18,28394,,
2024-11-14,M19,4080,,
2024-11-14,M20,11483,,
2024-11-14,M21,8625,,
2024-11-14,M22,17134,,
2024-11-14,MC1,55135.921,,
2024-11-14,MC2,31052.431,,
2024-11-14,MC3,39399.03,,
2024-11-14,MC4,15300.002,,
2024-11-15,HE1,24935.46,,
2024-11-15,HE2,6166.7,,
2024-11-15,M01,33717.5,,
2024-11-15,M02,13870,,
2024-11-15,M05,16216,,
2024-11-15,M07,63511,,
2024-11-15,M08,9027.5,,
2024-11-15,M09,10992,,
2024-11-15,M10,48799,,
2024-11-15,M11,28925,,
2024-11-15,M12,279,,
2024-11-15,M13,11409.5,,
2024-11-15,M14,25360,,
2024-11-15,M15,9686,,
2024-11-15,M16,7064,,
2024-11-15,M17,17476,,
2024-11-15,M18,32427.5,,
2024-11-15,M19,2555,,
2024-11-15,M20,9119,,
2024-11-15,M21,23721,,
2024-11-15,M22,8760,,
2024-11-15,MC1,87279.61,,
2024-11-15,MC2,19156.311,,
2024-11-15,MC3,49535.44,,
2024-11-15,MC4,15501.939,,
2024-11-16,M01,50331,,
2024-11-16,M02,27016,,
2024-11-16,M05,30480,,
2024-11-16,M07,111071,,
2024-11-16,M08,15859,,
2024-11-16,M09,18833,,
2024-11-16,M10,58418,,
2024-11-16,M11,25903,,
2024-11-16,M12,5706,,
2024-11-16,M13,8832,,
2024-11-16,M14,32467,,
2024-11-16,M15,14237,,
2024-11-16,M16,24800,,
2024-11-16,M17,15204,,
2024-11-16,M18,62974,,
2024-11-16,M19,3354,,
2024-11-16,M20,10381,,
2024-11-16,M21,26533,,
2024-11-16,M22,11053,,
2024-11-16,MC1,90437.862,,
2024-11-16,MC2,30285.439,,
2024-11-16,MC3,55238.351,,
2024-11-16,MC4,19117.473,,
2024-11-17,M01,57750,,
2024-11-17,M02,25255,,
2024-11-17,M05,35524.5,,
2024-11-17,M07,60555,,
2024-11-17,M08,17547,,
2024-11-17,M09,22433,,
2024-11-17,M10,56496,,
2024-11-17,M11,25552,,
2024-11-17,M13,14172,,
2024-11-17,M14,51251,,
2024-11-17,M15,13950,,
2024-11-17,M16,21055,,
2024-11-17,M17,34191,,
2024-11-17,M18,47186,,
2024-11-17,M19,7932,,
2024-11-17,M20,6393,,
2024-11-17,M21,34316,,
2024-11-17,M22,24863,,
2024-11-17,MC1,86259.227,,
2024-11-17,MC2,19257.768,,
2024-11-17,MC3,28292.23,,
2024-11-17,MC4,15893.201,,
2024-11-18,M01,40432,,
2024-11-18,M02,7228,,
2024-11-18,M05,17509,,
2024-11-18,M07,50638,,
2024-11-18,M08,10978,,
2024-11-18,M09,14450,,
2024-11-18,M10,40233,,
2024-11-18,M11,28921,,
2024-11-18,M12,3294,,
2024-11-18,M13,10014,,
2024-11-18,M14,24431,,
2024-11-18,M15,7857,,
2024-11-18,M16,10781,,
2024-11-18,M17,27628,,
2024-11-18,M18,34592,,
2024-11-18,M19,556,,
2024-11-18,M20,7421,,
2024-11-18,M21,15850,,
2024-11-18,M22,11641,,
2024-11-18,MC1,58419.416,,
2024-11-18,MC2,15507.769,,
2024-11-18,MC3,48633.496,,
2024-11-18,MC4,20759.222,,
2024-11-19,HE1,14726.58,,
2024-11-19,HE2,11551.1,,
2024-11-19,M01,47420.5,,
2024-11-19,M02,12776,,
2024-11-19,M05,20583,,
2024-11-19,M07,22352,,
2024-11-19,M08,26485,,
2024-11-19,M09,26691,,
2024-11-19,M10,53650,,
2024-11-19,M11,32135,,
2024-11-19,M12,3371,,
2024-11-19,M13,12908,,
2024-11-19,M14,21304,,
2024-11-19,M15,14870,,
2024-11-19,M16,12061,,
2024-11-19,M17,14468,,
2024-11-19,M18,55019,,
2024-11-19,M19,5127,,
2024-11-19,M20,5984,,
2024-11-19,M21,17154.5,,
2024-11-19,M22,26026,,
2024-11-19,MC1,122620.387,,
2024-11-19,MC2,25819.419,,
2024-11-19,MC3,46508.742,,
2024-11-19,MC4,24691.259,,
2024-11-20,HE1,2607.24,,
2024-11-20,HE2,10704.1,,
2024-11-20,M01,41182,,
2024-11-20,M02,11183,,
2024-11-20,M05,32757.5,,
2024-11-20,M07,38517,,
2024-11-20,M08,18115,,
2024-11-20,M09,13601,,
2024-11-20,M10,44432,,
2024-11-20,M11,25387.5,,
2024-11-20,M12,2547,,
2024-11-20,M13,12510,,
2024-11-20,M14,65916.5,,
2024-11-20,M15,8193,,
2024-11-20,M16,29248,,
2024-11-20,M17,24972,,
2024-11-20,M18,38102,,
2024-11-20,M19,2588,,
2024-11-20,M20,14821,,
2024-11-20,M21,17392,,
2024-11-20,M22,14390,,
2024-11-20,MC1,125013.593,,
2024-11-20,MC2,23633.985,,
2024-11-20,MC3,59595.145,,
2024-11-20,MC4,18326.699,,
2024-11-21,HE1,4769.16,,
2024-11-21,M01,71881,,
2024-11-21,M02,16844,,
2024-11-21,M05,25449,,
2024-11-21,M07,38865,,
2024-11-21,M08,19532,,
2024-11-21,M09,20075,,
2024-11-21,M10,35472,,
2024-11-21,M11,32020,,
2024-11-21,M12,3788,,
2024-11-21,M13,21542,,
2024-11-21,M14,46072,,
2024-11-21,M15,13021,,
2024-11-21,M16,12915,,
2024-11-21,M17,11333,,
2024-11-21,M18,54742,,
2024-11-21,M19,2764,,
2024-11-21,M20,9524,,
2024-11-21,M21,91016,,
2024-11-21,M22,12265,,
2024-11-21,MC1,73620.385,,
2024-11-21,MC2,13252.431,,
2024-11-21,MC3,62248.546,,
2024-11-21,MC4,32660.187,,
2024-11-22,HE1,1586.18,,
2024-11-22,HE2,18544.25,,
2024-11-22,M01,46674,,
2024-11-22,M02,16239,,
2024-11-22,M05,24522.5,,
2024-11-22,M07,52023,,
2024-11-22,M08,24482,,
2024-11-22,M09,31860,,
2024-11-22,M10,66626,,
2024-11-22,M11,41892,,
2024-11-22,M12,1168,,
2024-11-22,M13,8822.5,,
2024-11-22,M14,47211,,
2024-11-22,M15,14337,,
2024-11-22,M16,11294,,
2024-11-22,M17,14206,,
2024-11-22,M18,43490.5,,
2024-11-22,M19,6939,,
2024-11-22,M20,9642,,
2024-11-22,M21,20229,,
2024-11-22,M22,15724,,
2024-11-22,MC1,85730.1,,
2024-11-22,MC2,30202.916,,
2024-11-22,MC3,54643.691,,
2024-11-22,MC4,22746.598,,
2024-11-23,M01,65226.5,,
2024-11-23,M02,28855,,
2024-11-23,M05,55779,,
2024-11-23,M07,92631,,
2024-11-23,M08,24309,,
2024-11-23,M09,26945,,
2024-11-23,M10,63624,,
2024-11-23,M11,59193,,
2024-11-23,M12,538,,
2024-11-23,M13,10375,,
2024-11-23,M14,55449,,
2024-11-23,M15,20423,,
2024-11-23,M16,17750,,
2024-11-23,M17,24967,,
2024-11-23,M18,73493,,
2024-11-23,M19,11162,,
2024-11-23,M20,18385,,
2024-11-23,M21,35550,,
2024-11-23,M22,11319,,
2024-11-23,MC1,134676.708,,
2024-11-23,MC2,31522.331,,
2024-11-23,MC3,69180.098,,
2024-11-23,MC4,33905.82,,
2024-11-24,M01,100183,,
2024-11-24,M02,22271,,
2024-11-24,M05,37744,,
2024-11-24,M07,73591,,
2024-11-24,M08,25214,,
2024-11-24,M09,38190,,
2024-11-24,M10,91347,,
2024-11-24,M11,54233.5,,
2024-11-24,M12,2050,,
2024-11-24,M13,22318,,
2024-11-24,M14,64985,,
2024-11-24,M15,28015,,
2024-11-24,M16,18909,,
2024-11-24,M17,54220,,
2024-11-24,M18,100699,,
2024-11-24,M19,10296,,
2024-11-24,M20,22036,,
2024-11-24,M21,21877,,
2024-11-24,M22,25746,,
2024-11-24,MC1,112046.6,,
2024-11-24,MC2,49274.276,,
2024-11-24,MC3,78068.933,,
2024-11-24,MC4,29507.281,,
2024-11-25,HE1,7654.44,,
2024-11-25,HE2,1218.35,,
2024-11-25,M01,71849,,
2024-11-25,M02,11237,,
2024-11-25,M05,14441,,
2024-11-25,M07,45902,,
2024-11-25,M08,17506,,
2024-11-25,M09,25405,,
2024-11-25,M10,40999.5,,
2024-11-25,M11,28004,,
2024-11-25,M13,20232,,
2024-11-25,M14,20195,,
2024-11-25,M15,18152,,
2024-11-25,M16,12771,,
2024-11-25,M17,20780,,
2024-11-25,M18,54003,,
2024-11-25,M19,2465,,
2024-11-25,M20,6229,,
2024-11-25,M21,16966,,
2024-11-25,M22,19077,,
2024-11-25,MC1,91168.939,,
2024-11-25,MC2,15172.814,,
2024-11-25,MC3,64966.991,,
2024-11-25,MC4,26972.812,,
2024-11-26,HE1,4071.68,,
2024-11-26,HE2,21437,,
2024-11-26,M01,51903,,
2024-11-26,M02,15338,,
2024-11-26,M05,23144.5,,
2024-11-26,M07,53705,,
2024-11-26,M08,13226,,
2024-11-26,M09,38902,,
2024-11-26,M10,37692.5,,
2024-11-26,M11,29831,,
2024-11-26,M12,1058,,
2024-11-26,M13,14250,,
2024-11-26,M14,40451,,
2024-11-26,M15,13941,,
2024-11-26,M16,9793,,
2024-11-26,M17,11791,,
2024-11-26,M18,40264,,
2024-11-26,M19,1924,,
2024-11-26,M20,9000,,
2024-11-26,M21,16079,,
2024-11-26,M22,18109,,
2024-11-26,MC1,68848.541,,
2024-11-26,MC2,27459.226,,
2024-11-26,MC3,48208.257,,
2024-11-26,MC4,22843.689,,
2024-11-27,HE1,7352.32,,
2024-11-27,M01,60802,,
2024-11-27,M02,12715,,
2024-11-27,M05,19470.5,,
2024-11-27,M07,60337,,
2024-11-27,M08,14161,,
2024-11-27,M09,26693,,
2024-11-27,M10,50995,,
2024-11-27,M11,47637,,
2024-11-27,M12,349,,
2024-11-27,M13,24607,,
2024-11-27,M14,47405,,
2024-11-27,M15,23552,,
2024-11-27,M16,19525,,
2024-11-27,M17,18333.5,,
2024-11-27,M18,61397,,
2024-11-27,M19,3047,,
2024-11-27,M20,2873,,
2024-11-27,M21,18307,,
2024-11-27,M22,11885,,
2024-11-27,MC1,94086.408,,
2024-11-27,MC2,13751.458,,
2024-11-27,MC3,52156.31,,
2024-11-27,MC4,24852.426,,
2024-11-28,HE2,16916.95,,
2024-11-28,M01,56068,,
2024-11-28,M02,19452,,
2024-11-28,M05,18466,,
2024-11-28,M07,55165,,
2024-11-28,M08,17185,,
2024-11-28,M09,27846,,
2024-11-28,M10,37335,,
2024-11-28,M11,39740,,
2024-11-28,M12,887,,
2024-11-28,M13,10923,,
2024-11-28,M14,45347.5,,
2024-11-28,M15,14706,,
2024-11-28,M16,11746,,
2024-11-28,M17,19887,,
2024-11-28,M18,60719,,
2024-11-28,M19,4567,,
2024-11-28,M20,13145,,
2024-11-28,M21,23937,,
2024-11-28,M22,20037,,
2024-11-28,MC1,108283.497,,
2024-11-28,MC2,20014.564,,
2024-11-28,MC3,58644.663,,
2024-11-28,MC4,22106.794,,
2024-11-29,M01,51752,,
2024-11-29,M02,19642,,
2024-11-29,M05,14158,,
2024-11-29,M07,57923,,
2024-11-29,M08,30418,,
2024-11-29,M09,31742,,
2024-11-29,M10,54176.5,,
2024-11-29,M11,51222,,
2024-11-29,M12,1959,,
2024-11-29,M13,10705,,
2024-11-29,M14,48720,,
2024-11-29,M15,20180,,
2024-11-29,M16,6557,,
2024-11-29,M17,18753,,
2024-11-29,M18,56896,,
2024-11-29,M19,3962,,
2024-11-29,M20,9701,,
2024-11-29,M21,15753,,
2024-11-29,M22,26586,,
2024-11-29,MC1,96856.313,,
2024-11-29,MC2,35425.244,,
2024-11-29,MC3,47404.372,,
2024-11-29,MC4,19395.145,,
2024-11-30,HE1,-9964.64,,
2024-11-30,HE2,10.9,,
2024-11-30,M01,63386,,
2024-11-30,M02,18299,,
2024-11-30,M05,43925.5,,
2024-11-30,M07,61788.8,,
2024-11-30,M08,24235,,
2024-11-30,M09,28080,,
2024-11-30,M10,79940,,
2024-11-30,M11,35843,,
2024-11-30,M12,7079,,
2024-11-30,M13,24677,,
2024-11-30,M14,37936,,
2024-11-30,M15,10834,,
2024-11-30,M16,21189,,
2024-11-30,M17,30819,,
2024-11-30,M18,52873,,
2024-11-30,M19,10113,,
2024-11-30,M20,15379,,
2024-11-30,M21,26621,,
2024-11-30,M22,27733,,
2024-11-30,MC1,125330.097,,
2024-11-30,MC2,31831.074,,
2024-11-30,MC3,60780.582,,
2024-11-30,MC4,24306.793,,
2024-12-01,M01,91462.5,,
2024-12-01,M02,26651,,
2024-12-01,M05,46224,,
2024-12-01,M07,102299,,
2024-12-01,M08,21190,,
2024-12-01,M09,34215,,
2024-12-01,M10,66388,,
2024-12-01,M11,71904,,
2024-12-01,M12,4220,,
2024-12-01,M13,32472,,
2024-12-01,M14,68259,,
2024-12-01,M15,17231,,
2024-12-01,M16,18692,,
2024-12-01,M17,37505.5,,
2024-12-01,M18,72474,,
2024-12-01,M19,5050,,
2024-12-01,M20,10704,,
2024-12-01,M21,36349,,
2024-12-01,M22,31910,,
2024-12-01,MC1,131755.346,,
2024-12-01,MC2,28225.243,,
2024-12-01,MC3,66709.226,,
2024-12-01,MC4,36933.008,,
2024-12-02,M01,64268,,
2024-12-02,M02,10524,,
2024-12-02,M05,29600.5,,
2024-12-02,M07,49609,,
2024-12-02,M08,14394,,
2024-12-02,M09,16033,,
2024-12-02,M10,67822.5,,
2024-12-02,M11,32119,,
2024-12-02,M12,3353,,
2024-12-02,M13,9574,,
2024-12-02,M14,34673,,
2024-12-02,M15,19447,,
2024-12-02,M16,20520,,
2024-12-02,M17,15414,,
2024-12-02,M18,39462,,
2024-12-02,M19,4462,,
2024-12-02,M20,13769,,
2024-12-02,M21,27238,,
2024-12-02,M22,19849,,
2024-12-02,MC1,70285.441,,
2024-12-02,MC2,14181.555,,
2024-12-02,MC3,63593.206,,
2024-12-02,MC4,15672.815,,
2024-12-03,HE1,29354.48,,
2024-12-03,HE2,18109.75,,
2024-12-03,M01,74853,,
2024-12-03,M02,14850,,
2024-12-03,M05,31538,,
2024-12-03,M07,40424,,
2024-12-03,M08,12931,,
2024-12-03,M09,10309,,
2024-12-03,M10,52410,,
2024-12-03,M11,23483,,
2024-12-03,M12,1617,,
2024-12-03,M13,8840,,
2024-12-03,M14,49497,,
2024-12-03,M15,7024,,
2024-12-03,M16,4255,,
2024-12-03,M17,15136,,
2024-12-03,M18,34862.5,,
2024-12-03,M19,6712,,
2024-12-03,M20,3548,,
2024-12-03,M21,21194,,
2024-12-03,M22,12950,,
2024-12-03,MC1,69531.066,,
2024-12-03,MC2,24122.332,,
2024-12-03,MC3,55955.344,,
2024-12-03,MC4,28135.919,,
2024-12-04,HE1,1436.76,,
